코드,종목명,종가,거래량,52주신고가,52주신저가,사분위75%,사분위50%,사분위25%,외국인지분율,매출액_년도,매출액_분기,영업이익_년도,영업이익_분기,당기순이익_년도,당기순이익_분기,영업이익률_년도,영업이익률_분기,순이익률_년도,순이익률_분기,ROE(지배주주)_년도,ROE(지배주주)_분기,부채비율_년도,부채비율_분기,당좌비율_년도,당좌비율_분기,유보율_년도,유보율_분기,EPS(원)_년도,EPS(원)_분기,PER(배)_년도,PER(배)_분기,BPS(원)_년도,BPS(원)_분기,PBR(배)_년도,PBR(배)_분기,주당배당금(원)_년도,주당배당금(원)_분기,시가배당률(%)_년도,시가배당률(%)_분기,배당성향(%)_년도,배당성향(%)_분기,TARGET_TF_ROE,TARGET_TF_FRGN,HIGH_VS_RT,LOW_VS_RT,75_VS_RT,50_VS_RT,25_VS_RT,PER_MEDIAN,PBR_MEDIAN
215200,메가스터디교육,92000,66359,103500,62600,93275.0,83050.0,72825.0,29.29,"[4373, 4747, 7039, 8570]","[1722, 1619, 1960, 1738, 2161, 2011]","[596, 328, 990, 1469]","[129, 295, 490, 76, 255, 440]","[484, 210, 815, 1184]","[108, 254, 366, 88, 195, 368]","[13, 6, 14, 17]","[7, 18, 25, 4, 11, 21]","[11, 4, 11, 13]","[6, 15, 18, 5, 9, 18]","[20, 8, 26, 30]","[12, 17, 23, 26, 30]","[72, 100, 104]","[116, 95, 82, 104, 119]","[33, 48, 55]","[39, 40, 48, 55, 51]","[21312, 22288, 28113]","[22539, 24373, 27306, 28113, 27938]","[3984, 1816, 6846, 10028]","[1007, 2090, 2969, 779, 1830, 2930]","[10, 21, 12, 9]","[21, 17, 12, 12, 13, 31]","[21175, 22616, 28762, 36880]","[22862, 24976, 27970, 28762, 28569]","[1, 1, 2, 2]","[2, 2, 2, 2, 3]","[1100, 750, 2000, 2000]",[],"[2, 1, 2]",[],"[27, 41, 29]",[],T,T,88.89,146.96,98.63,110.77999999999999,126.33000000000001,11.0,1.5
138040,메리츠금융지주,32750,157588,55900,17050,46187.5,36475.0,26762.5,6.93,"[223151, 284706, 356499]","[67963, 79883, 78218, 89629, 108770]","[9623, 13721, 18006]","[3900, 4416, 4592, 4885, 4113]","[7871, 9253, 13832]","[2348, 3213, 3450, 3665, 3505]","[4, 4, 5]","[5, 5, 5, 5, 3]","[3, 3, 3]","[3, 4, 4, 4, 3]","[15, 16, 22]","[16, 19, 19, 20, 22]","[935, 911, 1091]","[911, 1010, 1034, 1040, 1091]",[],[],"[8309, 9535, 9717]","[9535, 9097, 9290, 9586, 9717]","[2841, 3587, 5889]","[918, 1333, 1391, 1667, 1499]","[4, 2, 7]","[2, 4, 4, 6, 7]","[20399, 25445, 29591]","[25445, 24669, 26159, 28802, 29591]","[0, 0, 1]","[0, 0, 0, 1, 1]","[550, 900, 210]",[],"[4, 9, 0]",[],"[18, 24, 3]",[],T,T,58.589999999999996,192.08,70.91,89.79,122.37,4.0,0.0
000060,메리츠화재,39800,131393,53500,17350,44462.5,35425.0,26387.5,11.94,"[101180, 111326, 118614]","[28003, 29367, 28757, 30096, 30394]","[3528, 6080, 9076]","[1610, 1788, 2231, 2359, 2696]","[3013, 4318, 6609]","[1110, 1320, 1641, 1709, 1939]","[3, 5, 7]","[5, 6, 7, 7, 8]","[2, 3, 5]","[3, 4, 5, 5, 6]","[12, 16, 26]","[16, 19, 20, 22, 26]","[851, 845, 1056]","[845, 995, 970, 1014, 1056]",[],[],"[4269, 4429, 4389]","[4429, 3883, 4102, 4245, 4389]","[2643, 3761, 5471]","[946, 1090, 1360, 1416, 1605]","[6, 3, 6]","[3, 4, 4, 6, 6]","[21819, 22664, 22115]","[22664, 19886, 21022, 21646, 22115]","[0, 0, 1]","[0, 0, 0, 1, 1]","[850, 1280, 620]",[],"[4, 8, 1]",[],"[31, 35, 10]",[],T,T,74.39,229.39,89.51,112.35,150.82999999999998,6.0,0.0
950190,미투젠,16900,18805,26500,16500,24000.0,21500.0,19000.0,10.03,"[969, 1130, 944]","[249, 237, 221, 232, 252]","[434, 474, 367]","[117, 109, 91, 48, 67]","[352, 387, 304]","[97, 88, 74, 43, 60]","[41, 38]","[47, 45, 41, 20, 26]","[34, 32]","[38, 37, 33, 18, 23]","[50, 26]","[31, 26, 24]","[13, 9]","[7, 8, 9, 9, 19]","[921, 1128]","[1507, 1275, 1194, 1128, 519]","[96, 116]","[87, 98, 110, 116, 106]","[3163, 3268, 2242]","[718, 654, 542, 314, 456]","[8, 10]","[8, 8, 10, 10]","[3959, 8051, 8829]","[7981, 8336, 8757, 8829, 8176]","[3, 2]","[3, 2, 2, 2, 2]","[1152, 945]",[],"[4, 4]",[],"[40, 40]",[],T,T,63.77,102.42,70.42,78.60000000000001,88.94999999999999,9.0,2.5
214180,민앤지,16850,17575,23750,16100,21837.5,19925.0,18012.5,12.69,"[1237, 1709, 2210, 2687]","[480, 493, 533, 590, 595, 575]","[270, 282, 375, 334]","[64, 84, 102, 116, 73, 99]","[239, 293, 325, 318]","[97, 74, 41, 121, 89, 93]","[21, 16, 16, 12]","[13, 17, 19, 19, 12, 17]","[19, 17, 14, 11]","[20, 14, 7, 20, 14, 16]","[15, 15, 15, 18]","[15, 17, 16, 17, 15]","[40, 49, 65]","[49, 49, 55, 59, 65]","[254, 211, 192]","[211, 213, 207, 193, 192]","[1863, 2044, 2071]","[2044, 2064, 2101, 2149, 2071]","[1329, 1532, 1600, 1923]","[536, 418, 238, 511, 433, 498]","[11, 11, 12, 8]","[11, 10, 12, 12, 12, 35]","[9497, 10633, 10397, 10888]","[10633, 10660, 10251, 10654, 10397]","[1, 1, 1, 1]","[1, 1, 1, 1, 1]","[230, 340, 390, 390]",[],"[1, 1, 1]",[],"[17, 20, 24]",[],T,T,70.95,104.66,77.16,84.57000000000001,93.55,11.0,1.0
100120,뷰웍스,39050,13724,46650,34700,43662.5,40675.0,37687.5,31.51,"[1360, 1603, 1931, 2199]","[425, 487, 471, 548, 540, 540]","[264, 291, 348, 413]","[83, 98, 96, 70, 99, 108]","[243, 230, 335, 338]","[83, 89, 86, 76, 75, 88]","[19, 18, 18, 18]","[19, 20, 20, 12, 18, 20]","[17, 14, 17, 15]","[19, 18, 18, 13, 13, 16]","[16, 13, 18, 16]","[14, 14, 15, 18, 18]","[12, 15, 27]","[24, 24, 25, 27, 28]","[540, 275, 165]","[210, 212, 197, 165, 133]","[3242, 3621, 4205]","[3702, 3881, 4053, 4205, 4218]","[2421, 2289, 3347, 3484]","[829, 894, 858, 766, 754]","[13, 13, 12, 11]","[15, 15, 14, 12, 12]","[16379, 18019, 20479, 24189]","[18424, 19358, 20035, 20479, 20570]","[1, 1, 2, 1]","[1, 1, 2, 2, 2]","[400, 450, 750, 750]",[],"[1, 1, 1]",[],"[16, 18, 20]",[],T,T,83.71,112.53999999999999,89.44,96.0,103.62,12.5,1.0
121800,비덴트,10900,844693,37700,8330,30357.5,23015.0,15672.5,11.12,"[187, 107, 177]","[25, 24, 37, 32, 84]","[-18, -65, 8]","[-38, -6, 3, 6, 5]","[-74, 212, 2233]","[17, 973, 402, 423, 435]",[4],"[-155, -24, 8, 17, 5]",[1262],"[67, 4084, 1078, 1324, 518]",[44],"[7, 33, 39, 43, 44]",[31],"[20, 31, 30, 39, 31]",[166],"[207, 161, 50, 95, 166]",[2358],"[1358, 1782, 1958, 2305, 2358]","[-258, 592, 4876]","[40, 2130, 880, 927, 942]",[4],"[13, 4, 2, 2, 4]","[7329, 7345, 12509]","[7345, 9470, 10420, 12154, 12509]",[1],"[1, 1, 0, 0, 1]",[],[],[],[],[],[],T,T,28.910000000000004,130.85,35.91,47.36,69.55,4.0,1.0
090460,비에이치,28350,310210,29400,16800,26250.0,23100.0,19950.0,21.77,"[6549, 7214, 10370, 14355]","[1388, 1624, 3337, 4021, 3662, 2557]","[626, 340, 711, 1341]","[-150, -10, 437, 434, 224, 119]","[566, 259, 817, 1120]","[-93, 46, 465, 400, 294, 104]","[4, 6, 9]","[-10, 0, 13, 10, 6, 4]","[3, 7, 7]","[-6, 2, 13, 9, 8, 4]","[8, 22, 24]","[0, 5, 10, 22, 33]","[77, 94]","[72, 83, 104, 94, 88]","[93, 105]","[71, 64, 84, 105, 115]","[2092, 2518]","[1988, 2015, 2291, 2518, 2645]","[1770, 782, 2428, 3287]","[-278, 137, 1379, 1184, 868, 365]","[28, 9, 8]","[242, 40, 17, 9, 6, 77]","[9286, 10263, 13066, 16189]","[9525, 9926, 11843, 13066, 13751]","[2, 1, 1]","[1, 2, 1, 1, 1]","[250, 250, 250]",[],"[1, 1]",[],"[29, 9]",[],T,T,96.43,168.75,108.0,122.73,142.11,9.0,1.0
143240,사람인에이치알,43600,9354,57000,35700,51675.0,46350.0,41025.0,24.17,"[936, 963, 1290, 1536]","[247, 344, 316, 383, 357, 404]","[273, 241, 391, 489]","[75, 110, 109, 96, 125, 138]","[255, 216, 318, 388]","[68, 95, 88, 68, 91, 109]","[29, 24, 30, 31]","[30, 32, 34, 25, 35, 34]","[27, 22, 24, 25]","[27, 27, 27, 17, 25, 26]","[25, 18, 23, 23]","[19, 22, 24, 23, 24]","[17, 16, 27]","[15, 16, 14, 27, 24]","[363, 427, 126]","[439, 401, 478, 126, 124]","[1918, 2186, 2622]","[2189, 2353, 2504, 2622, 2664]","[2188, 1862, 2750, 3362]","[585, 818, 756, 592, 776, 943]","[14, 14, 15, 12]","[17, 17, 17, 15, 13, 46]","[10088, 11286, 13729, 16648]","[11307, 12269, 13072, 13729, 13947]","[3, 2, 3, 2]","[3, 3, 3, 3, 2]","[580, 600, 600, 600]",[],"[1, 2, 1]",[],"[25, 30, 20]",[],T,T,76.49000000000001,122.13000000000001,84.37,94.07,106.28,14.0,2.5
028050,삼성엔지니어링,24150,919373,28550,18450,26025.0,23500.0,20975.0,40.26,"[63921, 67492, 74867, 84759]","[15308, 16958, 17466, 25135, 21634, 20865]","[4227, 3612, 5033, 6197]","[1073, 1503, 1390, 1067, 1744, 1511]","[3238, 2521, 3511, 4511]","[1015, 938, 979, 579, 1137, 1070]","[6, 7]","[7, 8, 7, 4, 8, 7]","[4, 5]","[6, 5, 5, 2, 5, 5]","[20, 20]","[18, 19, 20, 20, 19]",[209],"[215, 205, 197, 209, 195]",[97],"[78, 108, 85, 97, 88]",[100],"[74, 83, 94, 100, 112]","[1637, 1288, 1900, 2349]","[552, 476, 551, 322, 584, 591]","[12, 10]","[9, 14, 14, 12, 13, 40]","[6710, 8167, 10216, 12612]","[8799, 9282, 9929, 10216, 10901]","[2, 1]","[1, 2, 2, 2, 2]",[20],[],[],[],[],[],T,T,84.59,130.89,92.80000000000001,102.77000000000001,115.14,11.0,1.5
003230,삼양식품,92000,26961,110500,77300,102200.0,93900.0,85600.0,8.36,"[5436, 6485, 6420, 7494]","[1400, 1476, 1617, 1928, 2022, 1736]","[783, 953, 654, 842]","[144, 142, 152, 216, 245, 188]","[600, 680, 567, 662]","[132, 108, 147, 178, 193, 161]","[14, 14, 10, 11]","[10, 9, 9, 11, 12, 10]","[11, 10, 8, 8]","[9, 7, 9, 9, 9, 9]","[23, 21, 15, 15]","[17, 13, 12, 15, 16]","[63, 60, 90]","[63, 67, 71, 90, 91]","[105, 101, 110]","[74, 108, 82, 110, 94]","[645, 803, 931]","[822, 850, 889, 931, 960]","[7906, 8922, 7480, 8748]","[1733, 1410, 1977, 2360, 2530, 1898]","[11, 11, 12, 10]","[11, 14, 14, 12, 11, 48]","[37663, 45472, 51826, 60008]","[46435, 47864, 49764, 51826, 53185]","[2, 2, 1, 1]","[1, 1, 1, 1, 1]","[800, 800, 1000, 1000]",[],"[0, 0, 1]",[],"[10, 8, 13]",[],T,T,83.26,119.02,90.02,97.98,107.48,11.0,1.5
001820,삼화콘덴서,49950,19070,72300,49750,66662.5,61025.0,55387.5,7.28,"[2545, 2425, 2622, 2861]","[633, 691, 703, 595, 685, 712]","[373, 271, 332, 392]","[90, 106, 131, 4, 89, 91]","[298, 235, 286, 320]","[84, 88, 116, -2, 76]","[14, 11, 12, 13]","[14, 15, 18, 0, 13, 12]","[11, 9, 10, 11]","[13, 12, 16, 0, 11]","[21, 14, 15, 14]","[14, 14, 16, 15, 14]","[39, 34, 32]","[38, 40, 37, 32, 34]","[144, 196, 202]","[188, 176, 191, 202, 201]","[1312, 1504, 1746]","[1555, 1638, 1748, 1746, 1769]","[2852, 2243, 2735, 3062]","[802, 845, 1106, -18, 723, 750]","[18, 29, 22, 16]","[29, 23, 20, 22, 21, 66]","[14890, 16927, 19654, 22318]","[17458, 18526, 19577, 19654, 19914]","[3, 3, 3, 2]","[3, 3, 3, 3, 2]","[250, 300, 500, 533]",[],"[0, 0, 0]",[],"[8, 13, 18]",[],T,T,69.08999999999999,100.4,74.92999999999999,81.85,90.18,20.0,3.0
038540,상상인,10200,290782,12700,7440,11385.0,10070.0,8755.0,9.43,"[5413, 4542, 5690]","[1108, 1130, 1737, 1235, 1589]","[1824, 941, 1321]","[269, 167, 511, 282, 361]","[1204, 643, 1023]","[161, 158, 407, 209, 249]","[33, 23]","[24, 14, 29, 22, 22]","[22, 17]","[14, 13, 23, 16, 15]","[26, 15]","[11, 13, 14, 14, 15]","[486, 616]","[421, 527, 478, 508, 616]","[100, 690]","[605, 77, 65, 472, 690]","[847, 1127]","[938, 964, 1042, 1081, 1127]","[2254, 1121, 1828]","[295, 264, 682, 402, 480]","[3, 4]","[5, 4, 4, 5, 4]","[9606, 10698, 12762]","[10698, 10996, 11843, 12277, 12762]","[0, 0]","[0, 0, 0, 0, 0]","[200, 100]",[],"[2, 1]",[],"[8, 5]",[],T,T,80.31,137.1,89.59,101.28999999999999,116.5,3.5,0.0
178320,서진시스템,17400,121833,23654,15744,21676.5,19699.0,17721.5,5.72,"[3924, 3219, 6061, 10764]","[832, 1346, 1378, 1736, 1602, 1364]","[544, 49, 580, 966]","[48, 92, 50, 250, 187, 59]","[490, -58, 386, 858]","[110, 46, -8, 200, 148, 46]","[13, 9, 8]","[5, 6, 3, 14, 11, 4]","[12, 6, 7]","[13, 3, 0, 11, 9, 3]","[20, 12, 18]","[-2, -2, 0, 11, 12]","[110, 191]","[186, 201, 212, 182, 191]","[46, 42]","[47, 70, 56, 51, 42]","[2728, 3478]","[2782, 3121, 3075, 3287, 3478]","[1344, -152, 1045, 2287]","[317, 128, -22, 532, 393, 122]","[10, 20, 7]","[-166, -125, 325, 18, 20, 149]","[7279, 6682, 9584, 14546]","[6682, 7632, 7530, 9117, 9584]","[1, 2, 1]","[3, 3, 2, 1, 2]","[150, 150, 225]",[],"[1, 0]",[],"[11, 14]",[],T,T,73.56,110.52,80.27,88.33,98.19,10.0,1.0
357780,솔브레인,271800,30297,372600,205300,330775.0,288950.0,247125.0,27.38,"[4701, 10239, 11451]","[2392, 2435, 2759, 2653, 2816, 2807]","[1040, 1888, 2328]","[505, 431, 506, 446, 576, 578]","[649, 1522, 1825]","[421, 310, 423, 368, 487, 493]","[22, 18, 20]","[21, 17, 18, 16, 20, 20]","[13, 14, 15]","[17, 12, 15, 13, 17, 17]","[26, 25]","[26, 26, 25]","[41, 27]","[35, 23, 20, 27, 22]","[147, 192]","[160, 208, 245, 192, 200]","[12225, 15654]","[12899, 13674, 14738, 15654, 16477]","[16179, 19093, 23639]","[5319, 3876, 5316, 4583, 6061, 5142]","[16, 14, 11]","[18, 15, 14, 12, 52]","[63766, 81797, 103414]","[67370, 71358, 77046, 81797, 86108]","[4, 3, 2]","[4, 4, 3, 3, 2]","[1950, 1950, 2114]",[],"[0, 0]",[],"[23, 10]",[],T,T,72.95,132.39000000000001,82.17,94.06,109.98000000000002,14.0,3.0
026890,스틱인베스트먼트,8810,105754,21150,8750,18050.0,14950.0,11850.0,5.3,"[1645, 1741, 3127]","[499, 454, 993, 658, 1022]","[169, 307, 763]","[119, 44, 284, 141, 293]","[111, 200, 581]","[47, 41, 214, 113, 213]","[10, 17, 24]","[23, 9, 28, 21, 28]","[6, 11, 18]","[9, 9, 21, 17, 20]","[7, 11, 28]","[11, 10, 20, 21, 28]","[41, 38, 47]","[38, 36, 49, 45, 47]","[191, 204, 179]","[204, 216, 176, 184, 179]","[697, 807, 1046]","[807, 810, 889, 967, 1046]","[256, 470, 1391]","[112, 95, 513, 271, 512]","[20, 18, 10]","[18, 30, 16, 14, 10]","[4149, 4731, 6111]","[4731, 4764, 5213, 5547, 6111]","[1, 1, 2]","[1, 2, 2, 2, 2]","[80, 90, 150]",[],"[1, 1, 1]",[],"[27, 17, 9]",[],T,T,41.65,100.69,48.809999999999995,58.93000000000001,74.35000000000001,18.0,1.0
222800,심텍,50000,683809,58300,21950,49212.5,40125.0,31037.5,11.78,"[10002, 12014, 13658, 17723]","[2831, 3247, 3660, 3921, 4177, 4435]","[-179, 897, 1743, 3546]","[153, 312, 504, 774, 848, 881]","[-394, 565, 1183, 2494]","[64, 171, 532, 415, 607]","[-1, 7, 12, 20]","[5, 9, 13, 19, 20, 19]","[-3, 4, 8, 14]","[2, 5, 14, 10, 14]","[-19, 25, 35, 49]","[24, 17, 24, 35, 48]","[420, 170, 124]","[175, 166, 134, 124, 142]","[19, 21, 26]","[28, 29, 36, 26, 46]","[1261, 1597, 2078]","[1537, 1638, 1936, 2078, 2343]","[-1483, 1943, 3616, 7735]","[195, 521, 1621, 1286, 1902, 2001]","[-7, 11, 12, 6]","[12, 16, 11, 12, 10, 24]","[6679, 8843, 11910, 19142]","[8760, 9264, 11036, 11910, 13352]","[1, 2, 3, 2]","[2, 2, 2, 3, 4]","[152, 320, 500, 520]",[],"[1, 1, 1]",[],"[-10, 18, 13]",[],T,T,85.76,227.79,101.6,124.61,161.1,8.5,2.0
096530,씨젠,43450,320468,94700,37000,80275.0,65850.0,51425.0,17.86,"[1220, 11252, 13708, 10595]","[3518, 3037, 3053, 4100, 4515, 2340]","[224, 6762, 6667, 4364]","[1939, 1442, 1286, 1999, 1997, 970]","[267, 5031, 5376, 3576]","[1642, 1167, 932, 1634, 1657, 706]","[18, 60, 48, 41]","[55, 47, 42, 48, 44, 41]","[21, 44, 39, 33]","[46, 38, 30, 39, 36, 30]","[19, 125, 62, 28]","[132, 104, 80, 62, 53]","[28, 69, 37]","[59, 40, 36, 37, 36]","[378, 167, 277]","[168, 206, 241, 277, 297]","[1150, 4923, 4200]","[5880, 3330, 3606, 4200, 4759]","[511, 9617, 10274, 6818]","[3152, 2211, 1776, 3134, 3168, 1608]","[30, 10, 5, 6]","[5, 6, 5, 5, 4, 27]","[2935, 12414, 20971, 27362]","[14816, 16794, 17991, 20971, 23889]","[5, 7, 2, 1]","[4, 4, 3, 2, 2]","[50, 753, 1000, 912]",[],"[0, 0, 1]",[],"[9, 7, 9]",[],T,T,45.879999999999995,117.42999999999999,54.13,65.98,84.49,8.0,3.5
139990,아주스틸,14950,34002,39000,14600,32900.0,26800.0,20700.0,20.67,"[5064, 5698, 9334]","[1740, 2654, 2801, 2689]","[246, 284, 553]","[145, 191, 59, 96]","[83, 117, 325]","[121, 136, -33, 63]",[5],"[8, 7, 2, 3]",[3],"[6, 5, -1, 2]",[18],[],[165],"[186, 154, 165, 207]",[61],"[64, 69, 61, 55]",[1578],"[1164, 1595, 1578, 1630]","[445, 625, 1388]","[516, 562, -85, 259]",[13],[],"[5631, 5229, 8901]","[6758, 8974, 8901, 9211]",[2],"[2, 2, 1]",[],[],[],[],[],[],T,T,38.33,102.4,45.440000000000005,55.779999999999994,72.22,13.0,2.0
067160,아프리카TV,104000,199354,249100,95000,210575.0,172050.0,133525.0,35.51,"[1665, 1966, 2723, 3373]","[595, 609, 650, 711, 754, 748]","[372, 504, 888, 1077]","[177, 196, 215, 231, 246, 251]","[342, 363, 709, 867]","[97, 154, 189, 197, 168, 199]","[22, 25, 32, 31]","[29, 32, 33, 32, 32, 33]","[20, 18, 26, 25]","[16, 25, 29, 27, 22, 26]","[32, 27, 39, 35]","[27, 34, 37, 39, 39]","[87, 97, 94]","[97, 104, 92, 91, 94]","[120, 127, 100]","[127, 118, 109, 115, 100]","[2233, 2781, 4007]","[2781, 2928, 3371, 3714, 4007]","[2990, 3184, 6179, 7561]","[845, 1349, 1647, 1719, 1464, 1770]","[23, 19, 32, 13]","[19, 19, 24, 27, 32, 76]","[10879, 13487, 18988, 25949]","[13487, 14304, 15679, 17500, 18988]","[6, 4, 10, 4]","[4, 5, 7, 8, 10]","[550, 650, 730, 733]",[],"[0, 1, 0]",[],"[17, 19, 11]",[],T,T,41.75,109.47,49.39,60.45,77.89,21.0,5.0
131370,알서포트,5350,134303,13450,4930,11320.0,9190.0,7060.0,20.44,"[285, 464, 525]","[112, 189, 111, 112, 114]","[58, 185, 175]","[32, 101, 33, 8, 16]","[89, -12, 245]","[33, 104, 25, 84, 11]","[20, 39, 33]","[28, 53, 29, 6, 14]","[31, -2, 46]","[29, 54, 22, 74, 9]","[14, -2, 34]","[43, 31, 28, 34, 30]","[26, 25, 12]","[19, 18, 17, 12, 14]","[526, 244, 498]","[310, 364, 451, 498, 426]","[1110, 1071, 1502]","[1103, 1298, 1345, 1502, 1483]","[162, -24, 460]","[61, 195, 46, 157, 20]","[16, -556, 17]","[19, 25, 21, 17, 15]","[1191, 1154, 1598]","[1183, 1382, 1438, 1598, 1580]","[2, 11, 4]","[6, 6, 5, 4, 3]","[20, 30, 40]",[],"[0, 0, 0]",[],"[12, -123, 8]",[],T,T,39.78,108.52,47.260000000000005,58.220000000000006,75.78,16.0,4.0
052790,액토즈소프트,11750,35287,17950,9020,15717.5,13485.0,11252.5,49.94,"[627, 475, 583]","[139, 176, 130, 138, 133]","[257, 179, 254]","[68, 74, 53, 59, 47]","[208, 156, 374]","[126, 116, 68, 65, 41]",[43],"[48, 41, 41, 42, 35]",[64],"[90, 65, 52, 46, 30]",[21],"[16, 20, 19, 21, 15]",[49],"[51, 59, 62, 49, 44]",[195],"[219, 200, 195, 195, 191]",[2853],"[2419, 2624, 2743, 2853, 2925]","[1833, 1376, 3302]","[1112, 1023, 596, 570, 358]",[5],"[4, 4, 3, 5, 4]","[10811, 13852, 17896]","[15047, 16102, 17235, 17896, 18503]",[0],"[0, 0, 0, 0, 0]",[],[],[],[],[],[],T,T,65.46,130.27,74.76,87.13,104.42,5.0,0.0
137310,에스디바이오센서,48300,175279,81000,40400,70850.0,60700.0,50550.0,12.83,"[737, 16862, 29300, 28122]","[11791, 7804, 5267, 4438, 13884, 7407]","[9, 7383, 13640, 11779]","[5763, 3904, 2495, 1479, 6196, 3083]","[14, 6216, 10644, 9155]","[4375, 2802, 2173, 1294, 4749, 2736]","[46, 41]","[48, 50, 47, 33, 44, 41]","[36, 32]","[37, 35, 41, 29, 34, 36]","[72, 35]","[72, 59]",[36],"[59, 41, 28, 36, 48]",[200],"[186, 240, 243, 200, 192]",[4298],"[2334, 2935, 4045, 4298, 5024]","[17, 6597, 10864, 8854]","[4683, 3006, 2126, 1263, 4594, 2103]","[5, 5]","[5, 5, 22]","[1410, 8016, 21658, 29856]","[12228, 15277, 20746, 21658, 25515]","[2, 1]","[2, 2, 2]","[1266, 1062]",[],[2],[],[12],[],T,T,59.63,119.55,68.17,79.57,95.55,5.0,1.5
041510,에스엠,68800,324426,90000,41450,77862.5,65725.0,53587.5,15.34,"[6578, 5799, 7016, 8578]","[1842, 1542, 1864, 1544, 2065, 1563]","[404, 65, 675, 958]","[13, 154, 275, 141, 106, 123]","[-162, -803, 1332, 740]","[-626, 87, 163, 151, 931, 94]","[9, 11]","[0, 9, 14, 9, 5, 7]","[18, 8]","[-33, 5, 8, 9, 45, 6]","[25, 10]","[-16, -13, -10, -2, 25]",[66],"[73, 79, 71, 65, 66]",[181],"[144, 156, 168, 177, 181]",[5031],"[3459, 3648, 3977, 4190, 5031]","[-390, -2992, 5667, 2935]","[-2153, 436, 598, 655, 3953, 337]","[13, 23]","[-9, -11, -28, -150, 13, 179]","[18970, 18686, 26333, 28551]","[18686, 19323, 20971, 22051, 26333]","[2, 2]","[1, 1, 2, 3, 2]","[200, 186]",[],[0],[],[3],[],T,T,76.44,165.98,88.36,104.67999999999999,128.39000000000001,18.0,2.0
072990,에이치시티,12250,15249,18725,11950,17031.25,15337.5,13643.75,8.21,"[474, 534, 633, 740]","[139, 151, 152, 165, 165, 170]","[72, 104, 111, 134]","[23, 34, 31, 32, 14, 34]","[61, 104, 105, 121]","[33, 28, 29, 28, 20]","[15, 19, 17, 18]","[16, 22, 20, 19, 8, 20]","[12, 19, 16, 16]","[23, 18, 18, 16, 12]","[12, 19, 16, 16]","[19, 20, 20, 19, 16]","[51, 45, 73]","[45, 38, 40, 36, 73]","[125, 120, 128]","[120, 132, 130, 131, 128]","[1360, 1628, 1889]","[1628, 1682, 1733, 1812, 1889]","[868, 1461, 1476, 1718]","[462, 401, 403, 393, 279]","[11, 10, 11, 7]","[10, 8, 9, 9, 11]","[7081, 8416, 9880, 11577]","[8416, 8811, 9063, 9513, 9880]","[1, 1, 1, 1]","[1, 1, 1, 1, 1]","[29, 49, 69, 75]",[],"[0, 0, 0]",[],"[3, 3, 4]",[],T,T,65.42,102.50999999999999,71.93,79.86999999999999,89.78,10.5,1.0
011200,HMM,33750,5186635,51100,21100,43600.0,36100.0,28600.0,10.27,"[55131, 64133, 137941, 175913]","[24280, 29067, 40164, 44430, 49187, 43756]","[-2997, 9808, 73775, 103572]","[10193, 13889, 22708, 26985, 31486, 25422]","[-5898, 1240, 53372, 99563]","[1541, 2105, 22998, 26727, 31317, 16915]","[53, 58]","[41, 47, 56, 60, 64, 58]","[38, 56]","[6, 7, 57, 60, 63, 38]","[88, 67]","[21, 15, 59, 88, 106]",[72],"[401, 140, 99, 72, 59]",[310],"[74, 181, 223, 310, 388]",[212],"[-151, 5, 117, 212, 324]","[-1860, 384, 13754, 20359]","[465, 606, 5673, 5732, 6404, 4868]","[1, 1]","[27, 27, 4, 1, 1, 6]","[3420, 5164, 21179, 38880]","[6208, 12767, 19055, 21179, 27442]","[1, 0]","[4, 3, 1, 1, 1]","[600, 1124]",[],[2],[],[5],[],T,T,66.05,159.95,77.41,93.49,118.00999999999999,1.0,0.5
265520,AP시스템,21700,77651,34200,20900,30875.0,27550.0,24225.0,6.88,"[4621, 5918, 5287, 5637]","[1127, 1458, 960, 1742, 802, 1762]","[284, 463, 643, 645]","[122, 163, 161, 198, 115, 213]","[95, 250, 572, 470]","[140, 113, 176, 143, 129]","[6, 7, 12, 11]","[10, 11, 16, 11, 14, 12]","[2, 4, 10, 8]","[12, 7, 18, 8, 16]","[8, 19, 34, 24]","[22, 26, 27, 34, 31]","[268, 168, 123]","[162, 137, 151, 123, 132]","[30, 91, 164]","[93, 108, 103, 164, 130]","[1426, 1742, 2474]","[1902, 2051, 2290, 2474, 2596]","[618, 1633, 3741, 3409]","[916, 741, 1150, 935, 847, 1289]","[54, 15, 6, 6]","[14, 12, 8, 6, 6, 16]","[7523, 9107, 12713, 15565]","[9907, 10634, 11779, 12713, 13338]","[4, 2, 1, 1]","[2, 2, 2, 1, 1]","[50, 120, 240, 249]",[],"[0, 0, 0]",[],"[11, 8, 6]",[],T,T,63.449999999999996,103.83,70.28,78.77,89.58,10.5,1.5
