코드,종목명,종가,거래량,52주신고가,52주신저가,사분위75%,사분위50%,사분위25%,외국인지분율,매출액_년도,매출액_분기,영업이익_년도,영업이익_분기,당기순이익_년도,당기순이익_분기,영업이익률_년도,영업이익률_분기,순이익률_년도,순이익률_분기,ROE(지배주주)_년도,ROE(지배주주)_분기,부채비율_년도,부채비율_분기,당좌비율_년도,당좌비율_분기,유보율_년도,유보율_분기,EPS(원)_년도,EPS(원)_분기,PER(배)_년도,PER(배)_분기,BPS(원)_년도,BPS(원)_분기,PBR(배)_년도,PBR(배)_분기,주당배당금(원)_년도,주당배당금(원)_분기,시가배당률(%)_년도,시가배당률(%)_분기,배당성향(%)_년도,배당성향(%)_분기,TARGET_TF_ROE,TARGET_TF_FRGN,HIGH_VS_RT,LOW_VS_RT,75_VS_RT,50_VS_RT,25_VS_RT,PER_MEDIAN,PBR_MEDIAN
137400,피엔티,60000,247459,60700,21450,50887.5,41075.0,31262.5,12.12,"[3214, 3900, 3777, 4158]","[898, 931, 636, 1312, 940, 698]","[15, 553, 544, 615]","[70, 190, 150, 135, 126, 106]","[-30, 344, 527, 505]","[85, 183, 144, 115, 107, 97]","[14, 14, 14]","[7, 20, 23, 10, 13, 15]","[8, 13, 12]","[9, 19, 22, 8, 11, 13]","[33, 33, 24]","[32, 34, 36, 33, 33]","[248, 224]","[214, 185, 195, 224, 267]","[25, 31]","[31, 27, 26, 31, 23]","[1128, 1577]","[1182, 1344, 1473, 1577, 1642]","[-113, 1679, 2355, 2243]","[382, 808, 644, 519, 474]","[14, 18, 26]","[13, 11, 13, 18, 20]","[4351, 6048, 8383, 10519]","[6337, 7170, 7839, 8383, 8732]","[4, 5, 5]","[3, 3, 4, 5, 5]","[100, 150, 150]",[],"[0, 0]",[],"[6, 6]",[],T,T,98.85000000000001,279.72,117.91,146.07000000000002,191.92000000000002,18.0,5.0
166090,하나머티리얼즈,62300,43735,66800,40700,60275.0,53750.0,47225.0,25.24,"[1548, 2007, 2711, 3494]","[553, 638, 727, 794, 804, 839]","[409, 531, 823, 1088]","[157, 188, 224, 253, 244, 260]","[277, 380, 667, 869]","[135, 158, 173, 202, 198, 208]","[26, 26, 30, 31]","[28, 29, 30, 31, 30, 30]","[17, 18, 24, 24]","[24, 24, 23, 25, 24, 24]","[20, 22, 29, 29]","[25, 26, 28, 29, 31]","[102, 87, 72]","[84, 79, 75, 72, 68]","[32, 85, 67]","[93, 97, 103, 67, 59]","[1390, 1743, 2319]","[1828, 1993, 2110, 2319, 2456]","[1409, 1939, 3387, 4396]","[685, 802, 877, 1022, 1002, 1053]","[13, 14, 18, 14]","[17, 18, 16, 18, 15, 59]","[7482, 9691, 13167, 17162]","[10150, 11274, 11921, 13167, 13574]","[2, 2, 4, 3]","[3, 4, 4, 4, 4]","[200, 300, 600, 726]",[],"[1, 1, 0]",[],"[14, 15, 17]",[],T,T,93.26,153.07,103.36000000000001,115.91,131.92,14.0,2.5
034950,한국기업평가,78800,1086,89200,70700,84575.0,79950.0,75325.0,75.93,"[927, 959, 1045]","[227, 402, 214, 202, 227]","[316, 327, 362]","[72, 201, 54, 35, 62]","[248, 242, 267]","[58, 149, 42, 18, 50]","[34, 34, 34]","[31, 49, 25, 17, 27]","[26, 25, 25]","[25, 37, 19, 8, 21]","[20, 19, 22]","[25, 23, 23, 22, 24]","[28, 34, 33]","[51, 38, 34, 33, 63]","[456, 380, 378]","[266, 347, 368, 378, 226]","[375, 301, 339]","[269, 317, 332, 339, 295]","[4483, 4395, 4903]","[1097, 2604, 787, 415, 921]","[13, 23, 15]","[19, 18, 16, 15, 17]","[24012, 20985, 22458]","[19195, 21845, 22646, 22458, 19503]","[2, 4, 3]","[4, 4, 3, 3, 4]","[8618, 2907, 3397]",[],"[14, 2, 4]",[],"[188, 64, 68]",[],T,T,88.34,111.46000000000001,93.17,98.56,104.61,15.0,3.0
002960,한국쉘석유,251500,361,294000,240000,280500.0,267000.0,253500.0,62.93,"[2118, 2003, 2414]","[568, 612, 595, 639, 705]","[257, 310, 380]","[107, 90, 93, 91, 103]","[210, 210, 290]","[87, 71, 74, 58, 85]","[12, 15, 15]","[18, 14, 15, 14, 14]","[9, 10, 12]","[15, 11, 12, 9, 12]","[21, 21, 27]","[26, 26, 24, 27, 31]","[44, 51, 51]","[76, 52, 45, 51, 87]","[211, 213, 210]","[166, 200, 223, 210, 156]","[1298, 1301, 1465]","[1166, 1267, 1373, 1465, 1233]","[16174, 16162, 22343]","[6698, 5467, 5704, 4474, 6553]","[19, 15, 11]","[14, 15, 14, 11, 11]","[75323, 75474, 84273]","[68172, 73639, 79343, 84273, 71826]","[4, 3, 3]","[3, 3, 3, 3, 3]","[16000, 14000, 19000]",[],"[4, 5, 7]",[],"[98, 86, 85]",[],T,T,85.54,104.79,89.66,94.19,99.21,15.0,3.0
071055,한국금융지주우,62700,7187,100500,56500,89500.0,78500.0,67500.0,15.31,"[107713, 165117, 137861]","[40918, 48544, 45070, 43339, 11689]","[9418, 8564, 15210, 12751]","[3016, 4850, 3433, 4178, 2748, 3361]","[8472, 8600, 17646, 10803]","[3423, 4014, 3017, 7529, 3086, 2776]","[8, 5, 11]","[7, 9, 7, 9, 23]","[7, 5, 12]","[8, 8, 6, 17, 26]","[18, 16, 27, 13]","[16, 26, 22, 29, 27]","[1107, 1150, 1004]","[1150, 1116, 1086, 1007, 1004]",[],[],"[1550, 1745, 2328]","[1745, 1838, 1948, 2221, 2328]","[13724, 14021, 28650, 17623]","[5566, 6524, 4913, 12218, 4995, 4480]","[5, 5, 2, 3]","[5, 3, 4, 2, 2, 15]","[85684, 96097, 126688, 139439]","[96097, 100986, 106595, 120945, 126688]","[0, 0, 0, 0]","[0, 0, 0, 0, 0]","[2962, 3062, 6212, 3783]",[],"[6, 4, 9]",[],"[20, 20]",[],T,T,62.39,110.96999999999998,70.06,79.86999999999999,92.89,4.0,0.0
071050,한국금융지주,70400,121496,113000,65900,101225.0,89450.0,77675.0,33.49,"[107713, 165117, 137861]","[40918, 48544, 45070, 43339, 11689]","[9418, 8564, 15210, 12751]","[3016, 4850, 3433, 4178, 2748, 3361]","[8472, 8600, 17646, 10803]","[3423, 4014, 3017, 7529, 3086, 2776]","[8, 5, 11]","[7, 9, 7, 9, 23]","[7, 5, 12]","[8, 8, 6, 17, 26]","[18, 16, 27, 13]","[16, 26, 22, 29, 27]","[1107, 1150, 1004]","[1150, 1116, 1086, 1007, 1004]",[],[],"[1550, 1745, 2328]","[1745, 1838, 1948, 2221, 2328]","[13724, 14021, 28650, 17623]","[5566, 6524, 4913, 12218, 4995, 4480]","[5, 5, 2, 3]","[5, 3, 4, 2, 2, 15]","[85684, 96097, 126688, 139439]","[96097, 100986, 106595, 120945, 126688]","[0, 0, 0, 0]","[0, 0, 0, 0, 0]","[2900, 3000, 6150, 3783]",[],"[4, 3, 7]",[],"[20, 20, 20]",[],T,T,62.3,106.83,69.55,78.7,90.63,4.0,0.0
042700,한미반도체,14350,247475,20675,13350,18843.75,17012.5,15181.25,5.61,"[1204, 2574, 3732, 3933]","[709, 1089, 917, 1016, 632, 1125]","[137, 666, 1224, 1359]","[193, 364, 309, 357, 213, 405]","[193, 501, 1044, 1102]","[204, 277, 267, 297, 196, 334]","[11, 25, 32, 34]","[27, 33, 33, 35, 33, 36]","[16, 19, 27, 28]","[28, 25, 29, 29, 31, 29]","[8, 21, 34, 29]","[25, 28, 29, 34, 34]","[17, 27, 23]","[26, 28, 29, 23, 21]","[285, 237, 203]","[218, 167, 171, 203, 188]","[2019, 2069, 2622]","[1976, 2186, 2396, 2622, 2543]","[168, 482, 1048, 1115]","[200, 280, 270, 300, 198, 323]","[24, 18, 18, 12]","[19, 22, 18, 18, 16, 44]","[2187, 2614, 3506, 4081]","[2671, 2943, 3215, 3506, 3404]","[1, 3, 5, 3]","[4, 5, 4, 5, 5]","[50, 200, 300, 425]",[],"[1, 2, 1]",[],"[26, 39, 28]",[],T,T,69.41000000000001,107.49,76.14999999999999,84.35000000000001,94.52000000000001,18.0,3.0
014680,한솔케미칼,255000,58947,392000,193000,342250.0,292500.0,242750.0,34.74,"[5443, 6193, 7687, 9062]","[1770, 1873, 1965, 2078, 2222, 2141]","[1112, 1519, 1977, 2194]","[522, 539, 560, 355, 541, 553]","[910, 1301, 1587, 1732]","[436, 450, 457, 244, 442, 426]","[20, 24, 25, 24]","[29, 28, 28, 17, 24, 25]","[16, 21, 20, 19]","[24, 24, 23, 11, 19, 19]","[20, 24, 23, 21]","[24, 25, 23, 23, 23]","[80, 60, 55]","[73, 60, 55, 55, 50]","[104, 130, 155]","[136, 129, 160, 155, 171]","[712, 887, 1110]","[927, 1001, 1076, 1110, 1140]","[7655, 10864, 13089, 14376]","[3637, 3735, 3766, 1951, 3613, 3696]","[13, 18, 23, 17]","[21, 19, 27, 23, 18, 68]","[40454, 49890, 61936, 74613]","[52028, 56050, 60291, 61936, 63542]","[2, 3, 4, 3]","[4, 4, 5, 4, 3]","[1500, 1800, 2100, 2180]",[],"[1, 0, 0]",[],"[19, 16, 15]",[],T,T,65.05,132.12,74.51,87.18,105.05,17.5,3.0
078350,한양디지텍,14250,379249,19650,5700,16162.5,12675.0,9187.5,7.64,"[680, 1597, 3034]","[514, 690, 850, 980, 1003]","[-79, 69, 300]","[39, 57, 111, 93, 112]","[-128, 45, 242]","[43, 46, 87, 66, 89]",[9],"[7, 8, 13, 9, 11]",[7],"[8, 6, 10, 6, 8]",[36],"[8, 18, 29, 36, 38]",[100],"[122, 77, 92, 100, 95]",[67],"[69, 79, 71, 67, 63]",[1016],"[744, 829, 943, 1016, 1132]","[-1278, 412, 1656]","[316, 320, 571, 435, 585]",[10],"[16, 9, 6, 10, 8]","[3003, 3797, 5630]","[4198, 4634, 5261, 5630, 6248]",[3],"[1, 1, 1, 3, 2]",[],[],[],[],[],[],T,T,72.52,250.0,88.17,112.43,155.1,10.0,3.0
195870,해성디에스,72100,213105,74700,33000,64275.0,53850.0,43425.0,11.28,"[3814, 4587, 6554, 8156]","[1375, 1594, 1709, 1875, 1996, 2038]","[270, 435, 863, 1728]","[102, 182, 280, 299, 483, 470]","[182, 300, 711, 1437]","[93, 147, 229, 242, 398, 364]","[7, 9, 13, 21]","[7, 11, 16, 15, 24, 23]","[4, 6, 10, 17]","[6, 9, 13, 12, 19, 17]","[9, 13, 27, 39]","[13, 14, 19, 27, 36]","[56, 65, 61]","[72, 70, 69, 61, 59]","[88, 89, 106]","[95, 103, 106, 106, 115]","[145, 172, 246]","[174, 191, 218, 246, 281]","[1078, 1764, 4192, 8460]","[548, 864, 1349, 1431, 2339, 2004]","[14, 13, 11, 8]","[18, 20, 14, 11, 8, 35]","[12267, 13638, 17313, 25599]","[13736, 14599, 15949, 17313, 19051]","[1, 1, 2, 2]","[2, 2, 2, 2, 2]","[350, 450, 600, 700]",[],"[2, 1, 1]",[],"[32, 25, 14]",[],T,T,96.52,218.48000000000002,112.16999999999999,133.89,166.03,12.0,1.5
090850,현대이지웰,8800,70373,13350,8690,12185.0,11020.0,9855.0,24.36,"[763, 872, 965, 1072]","[179, 271, 208, 228, 259, 303]","[98, 133, 159, 199]","[32, 71, 48, 28, 13, 83]","[47, 79, 154, 161]","[15, 103, 22, 23, 6]","[12, 15, 16, 18]","[17, 26, 23, 12, 5, 27]","[6, 9, 15, 15]","[8, 38, 10, 9, 2]","[15, 19, 21, 18]","[19, 27, 23, 22, 21]","[148, 120, 88]","[120, 115, 96, 97, 88]","[101, 104, 62]","[104, 90, 79, 79, 62]","[726, 439, 563]","[439, 502, 535, 554, 563]","[230, 411, 648, 678]","[93, 435, 94, 96, 24]","[23, 26, 16, 12]","[26, 13, 18, 15, 16]","[1694, 2599, 3403, 4039]","[2599, 2910, 3074, 3169, 3403]","[3, 4, 3, 2]","[4, 3, 3, 3, 3]","[45, 55, 70, 80]",[],"[0, 0, 0]",[],"[18, 13, 10]",[],T,T,65.92,101.27,72.22,79.85,89.29,19.5,3.0
298050,효성첨단소재,484500,22601,877000,356500,746875.0,616750.0,486625.0,6.94,"[30536, 23946, 35978, 40151]","[7695, 8724, 9671, 9888, 10033, 10265]","[1583, 342, 4373, 4210]","[834, 1178, 1398, 963, 1016, 1108]","[-529, 68, 3300, 3068]","[542, 1006, 996, 756, 708, 980]","[12, 10]","[10, 13, 14, 9, 10, 10]","[9, 7]","[7, 11, 10, 7, 7, 9]","[54, 34]","[10, 39, 50, 54, 52]",[303],"[481, 385, 327, 303, 327]",[45],"[38, 43, 44, 45, 42]",[2372],"[1450, 1787, 2121, 2372, 2422]","[-15622, 18, 55960, 53999]","[9431, 16885, 16741, 12902, 12517, 14788]","[10, 8]","[46, 13, 15, 10, 8, 32]","[72388, 70017, 135183, 180016]","[82951, 100328, 121588, 135183, 140580]","[4, 2]","[4, 4, 6, 4, 3]","[10000, 10000]",[],[1],[],[17],[],T,T,55.25,135.9,64.87,78.56,99.56,9.0,3.0
298020,효성티앤씨,395500,22602,963000,357000,811500.0,660000.0,508500.0,9.72,"[59831, 51616, 85960, 92380]","[16182, 21420, 23882, 24476, 23408, 23652]","[3229, 2666, 14237, 8029]","[2468, 3871, 4339, 3559, 1901, 2119]","[1220, 1683, 10079, 5635]","[1801, 2996, 3107, 2176, 1054, 1537]","[5, 5, 16, 8]","[15, 18, 18, 14, 8, 8]","[2, 3, 11, 6]","[11, 13, 13, 8, 4, 6]","[20, 25, 76, 26]","[41, 69, 79, 76, 68]","[453, 294, 156]","[259, 201, 165, 156, 209]","[45, 52, 69]","[59, 66, 76, 69, 66]","[2351, 2919, 6354]","[3468, 4533, 5651, 6354, 5673]","[21510, 31610, 178008, 97083]","[32390, 54487, 55928, 35204, 15863, 26446]","[7, 6, 2, 4]","[9, 7, 3, 2, 2, 14]","[113298, 139253, 329152, 406838]","[169511, 226910, 291326, 329152, 302058]","[1, 1, 1, 0]","[3, 3, 2, 1, 1]","[2000, 5000, 50000, 22857]",[],"[1, 2, 9]",[],"[9, 15, 28]",[],T,T,41.07,110.77999999999999,48.74,59.919999999999995,77.78,5.0,1.0
298000,효성화학,227000,5598,475000,198000,405750.0,336500.0,267250.0,7.23,"[18125, 18172, 24530, 30408]","[5912, 6192, 6306, 6120, 7272, 7593]","[1539, 609, 1486, 1195]","[611, 713, 329, -168, -332, 104]","[878, -116, 704, 574]","[419, 468, 140, -323, -496, -124]","[8, 6, 3]","[10, 11, 5, -2, -4, 1]","[4, 2, 1]","[7, 7, 2, -5, -6, -1]","[21, 15, 10]","[6, 18, 19, 15, -4]","[353, 509]","[487, 426, 450, 509, 575]","[73, 36]","[57, 46, 50, 36, 39]","[2677, 2928]","[2747, 3039, 3126, 2928, 2624]","[27530, -3641, 22073, 17998]","[13130, 14678, 4388, -10124, -15541, 15705]","[5, 13, 12]","[33, 12, 11, 13, -41, 14]","[143089, 126614, 157800, 178258]","[144055, 158371, 167654, 157800, 144190]","[1, 1, 1]","[2, 2, 2, 1, 1]","[5000, 429]",[],[3],[],[18],[],T,T,47.79,114.65,55.95,67.46,84.94,12.0,1.0
093370,후성,23200,11656213,27400,9970,23042.5,18685.0,14327.5,12.94,"[2489, 2616, 3813, 6431]","[632, 755, 1075, 1351, 1586, 1616]","[134, 28, 581, 1930]","[-5, 71, 225, 290, 524, 502]","[2, 27, 313, 1574]","[-64, 44, 229, 104, 476, 314]","[5, 15, 30]","[0, 9, 20, 21, 33, 31]","[0, 8, 24]","[-10, 5, 21, 7, 30, 19]","[3, 9, 50]","[3, 6, 13, 9, 24]","[117, 117]","[126, 121, 117, 117, 101]","[96, 74]","[62, 46, 82, 74, 96]","[352, 419]","[354, 374, 418, 419, 495]","[87, 108, 244, 1634]","[-42, 71, 218, -3, 376]","[93, 94, 14]","[128, 71, 62, 94, 29]","[2295, 2394, 2679, 3851]","[2336, 2425, 2668, 2679, 3072]","[3, 8, 6]","[4, 4, 7, 8, 6]","[15, 15, 25]",[],"[0, 0]",[],"[17, 6]",[],T,T,84.67,232.7,100.67999999999999,124.16,161.93,93.0,6.0
081660,휠라홀딩스,30300,144977,59800,28000,51850.0,43900.0,35950.0,37.75,"[34504, 31288, 37940, 40357]","[9883, 10194, 9271, 8593, 10736, 10697]","[4707, 3411, 4929, 5255]","[1836, 1738, 1103, 252, 1688, 1570]","[3381, 1977, 3378, 3869]","[1342, 1357, 759, -81, 1231, 1189]","[13, 10, 12, 13]","[18, 17, 11, 2, 15, 14]","[9, 6, 8, 9]","[13, 13, 8, 0, 11, 11]","[23, 10, 16, 15]","[13, 16, 15, 16, 14]","[109, 102, 85]","[95, 83, 82, 85, 93]","[95, 105, 120]","[124, 145, 145, 120, 113]","[1930, 2105, 2477]","[2210, 2393, 2487, 2477, 2505]","[4365, 2286, 3872, 4471]","[1399, 1489, 886, 98, 1251, 1270]","[12, 19, 9, 6]","[13, 14, 11, 9, 8, 23]","[20545, 21506, 26806, 30364]","[23540, 25331, 27132, 26806, 27502]","[2, 2, 1, 1]","[1, 2, 1, 1, 1]","[219, 185, 1000, 808]",[],"[0, 0, 2]",[],"[4, 8, 25]",[],T,T,50.67,108.21000000000001,58.440000000000005,69.02000000000001,84.28,10.5,1.5
243070,휴온스,38350,15656,60812,37450,54971.5,49131.0,43290.5,22.09,"[3650, 4067, 4369, 4969]","[1025, 998, 1111, 1123, 1137, 1097]","[484, 541, 453, 555]","[142, 136, 126, 147, 44, 121]","[374, 566, 306, 420]","[232, 92, 85, 145, -16]","[13, 13, 10, 11]","[13, 13, 11, 13, 3, 11]","[10, 13, 7, 8]","[22, 9, 7, 12, -1]","[21, 25, 12, 14]","[25, 24, 23, 22, 12]","[51, 71, 61]","[71, 74, 59, 59, 61]","[152, 164, 114]","[164, 160, 165, 153, 114]","[4282, 4882, 4896]","[4882, 4492, 4650, 4913, 4896]","[3201, 4657, 2577, 3519]","[1899, 746, 720, 1197, -86, 737]","[13, 12, 18, 10]","[12, 11, 12, 10, 18, 52]","[16316, 20171, 22484, 25518]","[20171, 20446, 21185, 22488, 22484]","[2, 2, 2, 1]","[2, 2, 2, 2, 2]","[527, 497, 546, 546]",[],"[1, 0, 1]",[],"[16, 10, 20]",[],T,T,63.06,102.4,69.76,78.06,88.59,12.5,2.0
