코드,종목명,거래량,종가,52주신고가,52주신저가,사분위75%,사분위50%,사분위25%,신고가대비_종가비율,신저가대비_종가비율,사분위75%대비_종가비율,사분위50%대비_종가비율,사분위50%대비_종가비율,종가_중간값,20일중간값_종가비율,20일사분위25%,20일사분위25%_종가비율,종가흐름,외국인지분율,외국인지분율조건,외국인지분율_중간값,20일중간값_외국인비율,외국인보유흐름,ROE조건,ROE(지배주주)_년도,ROE(지배주주)_분기,영업이익_증가,당기순이익_증가,PER_중간값,PER(배)_년도,PER(배)_분기,PBR_중간값,PBR(배)_년도,PBR(배)_분기,매출액_년도,매출액_분기,영업이익_년도,영업이익_분기,당기순이익_년도,당기순이익_분기,영업이익률_년도,영업이익률_분기,순이익률_년도,순이익률_분기,주당배당금(원)_년도,주당배당금(원)_분기,시가배당률(%)_년도,시가배당률(%)_분기,배당성향(%)_년도,배당성향(%)_분기,부채비율_년도,부채비율_분기,당좌비율_년도,당좌비율_분기,유보율_년도,유보율_분기,EPS(원)_년도,EPS(원)_분기,BPS(원)_년도,BPS(원)_분기
A011200,HMM,4618566,30850,48850,21100,41912.5,34975.0,28037.5,63.15,146.21,73.61,110.03,110.03,30727,100.4,29437,104.8,"[29200.0, 29450.0, 29400.0, 28650.0, 29700.0, 30800.0, 31100.0, 30200.0, 29350.0, 29500.0, 29250.0, 30150.0, 31650.0, 32250.0, 32300.0, 32600.0, 33750.0, 31950.0, 32450.0, 30850.0]",10.42,T,9.92,105.04,"[9.74, 9.72, 9.69, 9.6, 9.66, 9.85, 9.75, 9.69, 9.69, 9.7, 9.66, 9.77, 10.04, 10.13, 10.15, 10.27, 10.44, 10.26, 10.42, 10.18]",T,"[88, 67]","[21, 15, 59, 88, 106]",F,F,1.0,"[1, 1]","[27, 27, 4, 1, 1, 6]",0.5,"[1, 0]","[4, 3, 1, 1, 1]","[55131, 64133, 137941, 178995]","[24280, 29067, 40164, 44430, 49187, 45331]","[-2997, 9808, 73775, 106584]","[10193, 13889, 22708, 26985, 31486, 26804]","[-5898, 1240, 53372, 99182]","[1541, 2105, 22998, 26727, 31317, 22974]","[53, 59]","[41, 47, 56, 60, 64, 59]","[38, 55]","[6, 7, 57, 60, 63, 50]","[600, 1049]",[],[2],[],[5],[],[72],"[401, 140, 99, 72, 59]",[310],"[74, 181, 223, 310, 388]",[212],"[-151, 5, 117, 212, 324]","[-1860, 384, 13754, 20281]","[465, 606, 5673, 5732, 6404, 4868]","[3420, 5164, 21179, 39116]","[6208, 12767, 19055, 21179, 27442]"
A265520,AP시스템,47817,22050,34200,20900,30875.0,27550.0,24225.0,64.47,105.5,71.42,91.02,91.02,22167,99.47,21925,100.57,"[23750.0, 23150.0, 22650.0, 22200.0, 22700.0, 22000.0, 22350.0, 22050.0, 22050.0, 21950.0, 21400.0, 21850.0, 21800.0, 21250.0, 22200.0, 22000.0, 21700.0, 22100.0, 22150.0, 22050.0]",6.79,T,6.97,97.42,"[7.17, 7.16, 7.14, 7.27, 7.27, 7.24, 7.2, 7.1, 6.98, 6.88, 6.9, 6.89, 6.79, 6.51, 6.91, 6.88, 6.66, 6.81, 6.79, 6.8]",T,"[8, 19, 34, 24]","[22, 26, 27, 34, 31]",F,F,10.5,"[54, 15, 6, 6]","[14, 12, 8, 6, 6, 21]",1.5,"[4, 2, 1, 1]","[2, 2, 2, 1, 1]","[4621, 5918, 5287, 5492]","[1127, 1458, 960, 1742, 802, 1500]","[284, 463, 643, 624]","[122, 163, 161, 198, 115, 174]","[95, 250, 572, 486]","[140, 113, 176, 143, 129]","[6, 7, 12, 11]","[10, 11, 16, 11, 14, 11]","[2, 4, 10, 8]","[12, 7, 18, 8, 16]","[50, 120, 240, 229]",[],"[0, 0, 0]",[],"[11, 8, 6]",[],"[268, 168, 123]","[162, 137, 151, 123, 132]","[30, 91, 164]","[93, 108, 103, 164, 130]","[1426, 1742, 2474]","[1902, 2051, 2290, 2474, 2596]","[618, 1633, 3741, 3406]","[916, 741, 1150, 935, 847, 1031]","[7523, 9107, 12713, 15684]","[9907, 10634, 11779, 12713, 13338]"
A230360,에코마케팅,224236,15050,28600,13400,24800.0,21000.0,17200.0,52.62,112.31,60.69,87.5,87.5,16515,91.13,15937,94.43,"[18950.0, 18700.0, 18050.0, 17850.0, 16800.0, 15850.0, 16050.0, 15950.0, 16650.0, 16250.0, 16100.0, 16450.0, 16500.0, 15950.0, 15950.0, 15700.0, 15900.0, 16100.0, 15500.0, 15050.0]",5.38,T,6.07,88.63,"[5.41, 5.5, 5.83, 5.95, 6.14, 6.49, 6.73, 6.58, 6.51, 6.43, 6.45, 6.43, 6.48, 6.42, 6.11, 5.75, 5.76, 5.74, 5.38, 5.32]",T,"[32, 42, 18, 30]","[39, 31, 18, 18, 16]",F,F,17.0,"[16, 18, 19, 10]","[16, 17, 24, 19, 27, 34]",3.5,"[4, 6, 3, 3]","[5, 5, 4, 3, 4]","[1114, 1770, 2297, 3492]","[446, 621, 718, 512, 635, 1001]","[378, 589, 401, 622]","[78, 88, 90, 144, 71, 182]","[334, 548, 271, 513]","[79, 81, 67, 44, 64, 154]","[33, 33, 17, 17]","[17, 14, 12, 28, 11, 18]","[29, 30, 11, 14]","[17, 13, 9, 8, 10, 15]","[335, 670, 310, 433]",[],"[2, 2, 1]",[],"[34, 40, 35]",[],"[27, 30, 65]","[30, 55, 52, 65, 60]","[290, 371, 147]","[373, 193, 192, 147, 155]","[6251, 4064, 4717]","[4181, 4497, 4575, 4717, 4358]","[974, 1635, 849, 1536]","[234, 241, 186, 188, 189, 446]","[3293, 4452, 4882, 5125]","[4594, 4624, 4712, 4882, 4990]"
A086520,에코프로,126644,81700,157981,41579,128880.5,99780.0,70679.5,51.72,196.49,63.39,115.59,115.59,83505,97.84,81525,100.21,"[90500.0, 88100.0, 85300.0, 84500.0, 85500.0, 80200.0, 81300.0, 82200.0, 83300.0, 83300.0, 83400.0, 87500.0, 84900.0, 81600.0, 80900.0, 80600.0, 80700.0, 82100.0, 82500.0, 81700.0]",7.67,T,7.93,96.72,"[7.81, 7.64, 7.92, 8.28, 8.3, 7.92, 8.02, 8.11, 8.19, 8.1, 8.14, 8.3, 8.02, 7.96, 7.69, 7.61, 7.64, 7.72, 7.67, 7.56]",T,"[9, 8, 32, 16]","[191, 180, 164, 32, 57]",F,F,17.0,"[24, 47, 10, 9]","[50, 1, 3, 10, 7]",1.5,"[1, 3, 2, 1]","[-5, 2, 4, 2, 1]","[7023, 8508, 15041, 36989]","[2626, 3100, 4085, 5230, 6806, 8113]","[478, 636, 865, 3069]","[195, 297, 461, -88, 539, 593]","[374, 551, 2789, 2352]","[111, 5668, 396, -3386, 428]","[6, 7, 5, 8]","[7, 9, 11, -1, 7, 7]","[5, 6, 18, 6]","[4, 182, 9, -64, 6]","[288, 288, 422, 430]",[],"[1, 0, 0]",[],"[31, 26, 4]",[],"[107, 117, 100]","[3577, 141, 170, 100, 125]","[44, 74, 65]","[20, 61, 98, 65, 90]","[2391, 1994, 9173]","[2826, 9695, 9728, 9173, 9297]","[926, 1071, 11326, 8302]","[215, 27216, 1242, -15340, 1029]","[11980, 14353, 47207, 55621]","[-10736, 18593, 20202, 47207, 47653]"
A247540,에코프로비엠,99345,503200,566793,172570,468237.25,369681.5,271125.75,88.78,291.59,107.47,185.6,185.6,479590,104.92,468900,107.31,"[520100.0, 498500.0, 481000.0, 476900.0, 476400.0, 446100.0, 449500.0, 449500.0, 469500.0, 475900.0, 474800.0, 493400.0, 496400.0, 478500.0, 475000.0, 465800.0, 467100.0, 489200.0, 505000.0, 503200.0]",10.24,T,9.87,103.75,"[10.08, 10.17, 10.02, 9.9, 9.77, 9.92, 9.82, 9.86, 9.91, 9.78, 9.5, 9.68, 9.74, 9.72, 9.77, 9.74, 9.69, 9.81, 10.24, 10.27]",T,"[12, 20, 24]","[12, 13, 16, 20, 22]",F,F,70.5,"[30, 75, 107, 66]","[64, 74, 125, 107, 78, 258]",10.0,"[2, 8, 20, 12]","[7, 9, 19, 20, 16]","[6161, 8547, 14856, 34691]","[2632, 3104, 4081, 5039, 6625, 8913]","[371, 548, 1150, 2502]","[178, 290, 407, 275, 411, 645]","[345, 467, 978, 1980]","[138, 215, 318, 306, 304, 494]","[6, 6, 7, 7]","[6, 9, 9, 5, 6, 7]","[5, 5, 6, 5]","[5, 6, 7, 6, 4, 5]","[148, 443, 907, 902]",[],"[0, 0, 0]",[],"[8, 20, 20]",[],"[75, 70, 139]","[80, 106, 126, 139, 190]","[62, 78, 65]","[56, 66, 84, 65, 56]","[3526, 3900, 4510]","[3945, 4068, 4367, 4510, 4554]","[1720, 2214, 4581, 7627]","[664, 996, 1473, 1426, 1121, 1951]","[18083, 20859, 23802, 39042]","[21399, 21985, 23486, 23802, 24022]"
A036570,엔씨소프트,87905,456000,870000,395500,751375.0,632750.0,514125.0,52.41,115.3,60.69,88.69,88.69,433925,105.09,418875,108.86,"[423000.0, 414000.0, 411000.0, 408000.0, 413000.0, 398500.0, 439500.0, 420500.0, 421500.0, 435500.0, 429500.0, 450000.0, 455000.0, 442500.0, 444500.0, 454500.0, 451000.0, 456000.0, 455000.0, 456000.0]",42.28,T,42.19,100.21,"[42.13, 42.11, 42.1, 42.02, 42.03, 42.09, 42.27, 42.15, 42.17, 42.21, 42.2, 42.27, 42.23, 42.24, 42.2, 42.27, 42.24, 42.24, 42.28, 42.33]",T,"[14, 20, 12, 16]","[16, 13, 11, 12, 15]",F,F,33.5,"[33, 34, 35, 17]","[40, 44, 37, 35, 21, 70]",4.0,"[4, 6, 4, 2]","[5, 5, 3, 4, 3]","[17012, 24162, 23088, 28604]","[5125, 5385, 5006, 7572, 7903, 6732]","[4790, 8248, 3752, 6982]","[567, 1128, 963, 1095, 2442, 1671]","[3592, 5866, 3957, 5611]","[802, 943, 995, 1217, 1683, 1349]","[28, 34, 16, 24]","[11, 20, 19, 14, 30, 24]","[21, 24, 17, 19]","[15, 17, 19, 16, 21, 20]","[5220, 8550, 5860, 6550]",[],"[0, 0, 0]",[],"[30, 30, 29]",[],"[33, 29, 45]","[40, 30, 42, 45, 43]","[287, 219, 159]","[132, 174, 173, 159, 204]","[25668, 29973, 31929]","[29127, 29806, 30720, 31929, 32403]","[16320, 26756, 18078, 25668]","[3684, 4300, 4544, 5551, 7693, 6455]","[121275, 152449, 155059, 174016]","[147423, 152109, 152257, 155059, 154580]"
A060250,NHN한국사이버결제,197860,16250,40779,15400,34434.25,28089.5,21744.75,39.85,105.52,47.19,74.73,74.73,16815,96.64,16087,101.01,"[19950.0, 18900.0, 18400.0, 18100.0, 17900.0, 16450.0, 16950.0, 16450.0, 16350.0, 16250.0, 16100.0, 16100.0, 16400.0, 15550.0, 15950.0, 16050.0, 16000.0, 16050.0, 16150.0, 16250.0]",30.59,T,31.82,96.13,"[32.49, 32.46, 32.51, 32.56, 32.46, 32.33, 32.26, 32.26, 32.1, 32.03, 32.1, 31.9, 31.64, 31.43, 31.4, 31.25, 31.16, 30.96, 30.59, 30.47]",T,"[20, 21, 19, 20]","[20, 21, 20, 19, 18]",F,F,30.0,"[20, 56, 40, 17]","[40, 43, 37, 40, 35, 69]",5.0,"[3, 10, 7, 3]","[7, 8, 6, 7, 6]","[4699, 6248, 7454, 8628]","[1673, 1825, 1943, 2014, 1916, 2094]","[321, 398, 432, 472]","[91, 112, 112, 117, 85, 121]","[245, 299, 303, 374]","[77, 88, 94, 45, 72, 98]","[6, 6, 5, 5]","[5, 6, 5, 5, 4, 5]","[5, 4, 4, 4]","[4, 4, 4, 2, 3, 4]","[132, 108]",[],[1],[],"[20, 2, 6]",[],"[144, 143, 152]","[142, 136, 142, 152, 140]","[121, 134, 128]","[127, 130, 132, 128, 134]","[1222, 1436, 1049]","[1497, 1472, 1549, 1049, 1077]","[611, 747, 758, 928]","[191, 219, 234, 113, 179, 234]","[3271, 3943, 4205, 5069]","[4141, 4343, 4584, 4205, 4391]"
A290650,엘앤씨바이오,148776,38700,46700,29800,42475.0,38250.0,34025.0,82.87,129.87,91.11,113.74,113.74,39797,97.24,38375,100.85,"[39100.0, 38400.0, 38050.0, 38300.0, 41500.0, 40500.0, 42700.0, 42250.0, 43450.0, 42850.0, 41700.0, 37750.0, 36150.0, 37950.0, 39700.0, 39900.0, 39000.0, 39200.0, 38800.0, 38700.0]",7.72,T,8.19,94.26,"[8.42, 8.45, 8.55, 8.47, 8.66, 8.62, 8.85, 8.64, 8.58, 8.42, 8.21, 8.08, 7.97, 8.0, 7.61, 7.69, 7.56, 7.64, 7.72, 7.68]",T,"[13, 18, 19]","[18, 18, 17, 19, 18]",F,F,59.0,"[25, 70, 59]","[65, 65, 74, 59, 63]",9.0,"[3, 13, 9]","[12, 10, 11, 9, 9]","[292, 330, 457]","[96, 107, 119, 135, 110]","[90, 73, 132]","[20, 37, 32, 43, 20]","[85, 121, 156]","[25, 25, 23, 82, 16]","[30, 22, 28]","[20, 34, 26, 32, 18]","[29, 36, 34]","[26, 23, 19, 61, 14]","[33, 50, 50]",[],"[0, 0, 0]",[],"[10, 10, 8]",[],"[9, 31, 15]","[33, 10, 16, 15, 20]","[697, 879, 587]","[540, 517, 293, 587, 204]","[1528, 464, 678]","[472, 584, 590, 678, 679]","[331, 492, 618]","[87, 81, 77, 369, 56]","[2635, 2642, 3748]","[2709, 3177, 3271, 3748, 3761]"
A108320,LX세미콘,147753,128900,168800,92500,149725.0,130650.0,111575.0,76.36,139.35,86.09,115.53,115.53,126320,102.04,124450,103.58,"[129600.0, 124900.0, 124500.0, 126000.0, 126500.0, 119100.0, 124300.0, 123300.0, 125000.0, 130900.0, 131500.0, 130000.0, 131100.0, 124900.0, 125400.0, 122900.0, 123000.0, 127800.0, 126800.0, 128900.0]",32.84,T,33.38,98.38,"[34.15, 34.04, 33.68, 33.8, 33.76, 33.48, 33.75, 33.67, 33.64, 33.59, 33.54, 33.1, 33.11, 32.98, 32.9, 32.92, 32.89, 32.91, 32.84, 32.9]",T,"[8, 14, 44, 40]","[21, 31, 38, 44, 50]",F,F,11.0,"[16, 13, 9, 5]","[11, 11, 6, 9, 6, 24]",1.0,"[1, 1, 3, 1]","[2, 3, 2, 3, 2]","[8671, 11619, 18988, 25176]","[4056, 4493, 5054, 5386, 5851, 5784]","[473, 942, 3696, 4761]","[592, 956, 1290, 858, 1279, 1137]","[385, 725, 2964, 3796]","[508, 729, 1045, 682, 973, 910]","[5, 8, 19, 18]","[14, 21, 25, 15, 21, 19]","[4, 6, 15, 15]","[12, 16, 20, 12, 16, 15]","[830, 1350, 5400, 6695]",[],"[2, 2, 3]",[],"[35, 30, 29]",[],"[33, 41, 46]","[48, 45, 49, 46, 65]","[276, 236, 228]","[226, 249, 228, 228, 186]","[5711, 6451, 9741]","[6805, 7702, 8986, 9741, 9857]","[2370, 4459, 18225, 23338]","[3125, 4482, 6423, 4196, 5980, 5132]","[29033, 32727, 49208, 66881]","[34510, 38995, 45431, 49208, 49794]"
A058630,엠게임,232667,8710,15200,7720,13330.0,11460.0,9590.0,57.3,112.82,65.34,90.82,90.82,8963,97.18,8677,100.38,"[10050.0, 9810.0, 9210.0, 9330.0, 9320.0, 8900.0, 9190.0, 8640.0, 8720.0, 8690.0, 8400.0, 8590.0, 8620.0, 8600.0, 8760.0, 8900.0, 8950.0, 8970.0, 8900.0, 8710.0]",5.16,T,5.28,97.73,"[5.2, 5.03, 5.12, 5.28, 5.22, 5.21, 5.36, 5.07, 5.15, 5.4, 5.61, 5.7, 5.47, 5.34, 5.5, 5.42, 5.13, 5.17, 5.16, 5.13]",T,[35],"[19, 22, 29, 35, 32]",F,F,11.0,[11],"[20, 15, 11, 11, 9]",3.0,[3],"[3, 3, 2, 3, 2]","[376, 424, 557]","[126, 118, 137, 176, 152]","[72, 106, 184]","[31, 32, 61, 59, 53]","[77, 69, 215]","[49, 53, 53, 61, 44]",[33],"[24, 27, 44, 33, 35]",[38],"[38, 44, 38, 34, 28]",[],[],[],[],[],[],[15],"[23, 20, 18, 15, 14]",[602],"[313, 456, 552, 602, 519]",[655],"[446, 497, 551, 655, 701]","[406, 348, 1097]","[245, 256, 268, 329, 224]","[2050, 2441, 3765]","[2695, 2939, 3229, 3765, 3996]"
A097520,엠씨넥스,35356,38800,58300,36600,52875.0,47450.0,42025.0,66.55,106.01,73.38,92.33,92.33,39502,98.22,38787,100.03,"[42600.0, 42400.0, 38750.0, 40350.0, 40350.0, 39000.0, 39600.0, 39750.0, 40000.0, 39550.0, 39150.0, 39700.0, 39950.0, 39050.0, 38050.0, 38050.0, 37600.0, 38550.0, 38800.0, 38800.0]",8.46,T,8.69,97.35,"[9.18, 9.16, 8.77, 8.82, 8.78, 8.74, 8.73, 8.69, 8.95, 8.8, 8.79, 8.76, 8.69, 8.6, 8.36, 8.36, 8.35, 8.46, 8.46, 8.44]",T,"[47, 16, 14, 18]","[11, 11, 7, 14, 12]",F,F,14.5,"[7, 18, 26, 11]","[33, 29, 37, 26, 22, 41]",2.0,"[2, 2, 3, 1]","[3, 3, 2, 3, 2]","[12677, 13113, 10093, 13668]","[2551, 1888, 2447, 3207, 3017, 3452]","[1131, 592, 239, 646]","[45, -7, 75, 126, 40, 178]","[845, 384, 395, 598]","[113, -1, 104, 179, 71, 166]","[8, 4, 2, 4]","[1, 0, 3, 3, 1, 5]","[6, 2, 3, 4]","[4, 0, 4, 5, 2, 4]","[500, 500, 500, 500]",[],"[1, 1, 0]",[],"[10, 22, 22]",[],"[112, 79, 75]","[80, 70, 83, 75, 124]","[60, 86, 86]","[92, 85, 91, 86, 74]","[2450, 2788, 3188]","[2815, 2820, 2956, 3188, 3167]","[4787, 2152, 2206, 3321]","[632, -4, 581, 995, 395, 940]","[12735, 14344, 16767, 19763]","[14656, 14672, 15581, 16767, 16759]"
A060850,영림원소프트랩,10168,10300,13550,9470,12530.0,11510.0,10490.0,76.01,108.76,82.2,98.19,98.19,10052,102.47,9957,103.44,"[9950.0, 9900.0, 9900.0, 9920.0, 9910.0, 9960.0, 9960.0, 9970.0, 10000.0, 10450.0, 10050.0, 10050.0, 10300.0, 10100.0, 9990.0, 9990.0, 10050.0, 10000.0, 10300.0, 10300.0]",8.46,T,8.57,98.72,"[8.64, 8.64, 8.64, 8.64, 8.64, 8.63, 8.63, 8.62, 8.62, 8.59, 8.56, 8.54, 8.53, 8.53, 8.52, 8.52, 8.51, 8.49, 8.46, 8.45]",T,"[22, 13]","[11, 13, 22]",F,F,18.0,"[20, 18, 17]","[33, 21, 18, 10]",2.5,"[3, 2]","[3, 3, 2, 2, 2]","[380, 439, 477, 524]","[83, 108, 136, 150, 139]","[43, 43, 43, 50]","[-14, 1, 27, 29, 19]","[43, 49, 49]","[-11, 1, 29, 30, 20]","[9, 9, 9]","[-16, 1, 20, 19, 13]","[11, 10]","[-13, 1, 20, 20, 14]","[80, 110]",[],"[0, 0]",[],"[13, 18]",[],"[55, 49]","[59, 50, 48, 49, 53]","[293, 368]","[296, 423, 410, 368, 279]","[729, 834]","[686, 688, 757, 834, 860]","[714, 686, 607, 590]","[-132, 14, 351, 374, 245]","[1578, 4149, 4630]","[3930, 3942, 4291, 4630, 4728]"
A048260,오스템임플란트,194670,111200,140756,75211,124369.75,107983.5,91597.25,79.0,147.85,89.41,121.4,121.4,104465,106.45,101250,109.83,"[113300.0, 107600.0, 99900.0, 97100.0, 103500.0, 103800.0, 105300.0, 102900.0, 99800.0, 98400.0, 99400.0, 101700.0, 107600.0, 104000.0, 103200.0, 106000.0, 106900.0, 107900.0, 109800.0, 111200.0]",29.96,T,31.34,95.6,"[34.36, 34.06, 33.42, 32.35, 32.38, 32.41, 32.46, 31.97, 31.07, 30.61, 30.49, 30.42, 30.47, 30.41, 30.04, 30.23, 30.07, 29.85, 29.96, 29.83]",T,"[78, 12, 46]","[91, 82, 57, 12, 18]",F,F,12.0,"[6, 81, 12]","[9, 12, 16, 81, 51, 69]",4.0,"[3, 9, 4]","[5, 6, 7, 9, 8]","[5650, 6316, 8246, 9811]","[1715, 2015, 2133, 2383, 2341, 2230]","[429, 981, 1433, 1774]","[255, 342, 355, 481, 512, 324]","[-220, 1035, 234, 1286]","[145, 281, 315, -507, 316]","[15, 17, 18]","[14, 16, 16, 20, 21, 14]","[16, 2, 13]","[8, 13, 14, -21, 13]","[630, 300, 300]",[],"[1, 0]",[],"[8, 12]",[],"[408, 432]","[411, 381, 377, 432, 384]","[64, 47]","[63, 63, 72, 47, 49]","[3250, 3453]","[3356, 3722, 4156, 3453, 3834]","[-1138, 7493, 1751, 8676]","[1134, 1934, 2185, -3502, 2151, 1575]","[5880, 14082, 15220, 24576]","[14701, 16686, 19039, 15220, 17278]"
A240810,원익IPS,190924,38600,52000,34400,47600.0,43200.0,38800.0,74.23,112.21,81.09,99.48,99.48,39665,97.32,38600,100.0,"[40100.0, 38200.0, 38050.0, 38350.0, 40200.0, 39250.0, 40550.0, 40600.0, 40850.0, 41150.0, 41400.0, 41050.0, 41200.0, 39650.0, 38900.0, 38450.0, 38600.0, 39300.0, 38850.0, 38600.0]",18.53,T,18.77,98.72,"[19.1, 18.75, 18.92, 18.93, 19.05, 18.92, 18.78, 18.67, 18.68, 18.58, 18.71, 18.71, 18.82, 18.92, 18.89, 18.77, 18.7, 18.63, 18.53, 18.41]",T,"[15, 19, 19]","[17, 21, 15, 19, 19]",F,F,14.0,"[22, 14, 11]","[23, 16, 16, 14, 13, 46]",2.0,"[3, 2, 1]","[3, 3, 2, 2, 2]","[6692, 10909, 12323, 13530]","[2545, 4325, 3733, 1720, 2087, 2967]","[411, 1406, 1641, 2083]","[243, 1007, 651, -259, 220, 456]","[429, 978, 1451, 1688]","[256, 760, 547, -112, 216, 372]","[12, 13, 15]","[9, 23, 17, -15, 10, 15]","[8, 11, 12]","[10, 17, 14, -6, 10, 12]","[200, 300, 328]",[],"[0, 0]",[],"[9, 9]",[],"[65, 45]","[83, 68, 32, 45, 48]","[57, 42]","[54, 78, 122, 42, 75]","[2670, 3231]","[2735, 3048, 3274, 3231, 3250]","[885, 1993, 2957, 3429]","[523, 1548, 1114, -229, 439, 830]","[11739, 13737, 16597, 19767]","[14067, 15659, 16813, 16597, 16696]"
A074600,원익QnC,193155,33200,35250,21600,31837.5,28425.0,25012.5,94.18,153.7,104.28,132.73,132.73,33567,98.91,33325,99.62,"[33450.0, 33400.0, 32500.0, 32350.0, 33800.0, 33700.0, 34200.0, 33500.0, 33950.0, 33800.0, 34150.0, 34750.0, 34100.0, 33400.0, 34250.0, 33350.0, 33650.0, 32600.0, 33250.0, 33200.0]",8.71,T,7.53,115.67,"[6.28, 6.56, 7.12, 7.46, 7.08, 7.26, 7.03, 7.1, 7.37, 7.33, 7.39, 7.5, 7.55, 7.79, 7.83, 7.93, 8.12, 8.35, 8.71, 8.78]",T,"[21, 22]","[19, 17, 20, 21, 21]",F,F,11.5,"[12, 11]","[13, 18, 11, 12, 11, 34]",2.0,"[2, 2]","[2, 2, 2, 2, 2]","[2631, 5256, 6241, 7226]","[1426, 1603, 1587, 1626, 1817, 1788]","[274, 412, 868, 1182]","[200, 244, 267, 157, 340, 323]","[36, 155, 625, 859]","[150, 171, 168, 137, 229, 234]","[13, 16]","[14, 15, 16, 9, 18, 18]","[10, 11]","[10, 10, 10, 8, 12, 13]","[150, 125]",[],[0],[],[6],[],[116],"[137, 123, 122, 116, 110]",[80],"[39, 81, 84, 80, 90]",[2188],"[1852, 1968, 2085, 2188, 2297]","[99, 982, 2235, 2932]","[607, 579, 597, 452, 700, 978]","[8103, 9070, 11705, 14633]","[9770, 10386, 11159, 11705, 12347]"
A069080,웹젠,74333,20500,32950,19300,29537.5,26125.0,22712.5,62.22,106.22,69.4,90.26,90.26,20537,99.82,20275,101.11,"[21750.0, 21050.0, 20450.0, 20000.0, 20450.0, 19300.0, 20700.0, 20100.0, 20550.0, 20400.0, 19650.0, 20850.0, 21050.0, 20200.0, 20500.0, 20300.0, 20950.0, 21000.0, 21000.0, 20500.0]",25.98,T,26.1,99.54,"[26.01, 25.94, 25.97, 26.03, 26.05, 26.08, 26.19, 26.16, 26.19, 26.16, 26.23, 26.32, 26.34, 26.33, 26.14, 26.04, 26.04, 25.95, 25.98, 25.94]",T,[18],"[26, 27, 21, 18, 15]",F,F,11.0,[11],"[13, 9, 9, 11, 11, 39]",1.0,[1],"[2, 1, 1, 1, 1]","[1761, 2941, 2848, 2840]","[780, 716, 664, 687, 698, 709]","[518, 1083, 1030, 907]","[373, 232, 163, 262, 223, 228]","[422, 863, 869, 761]","[314, 184, 144, 226, 187, 197]",[36],"[47, 32, 24, 38, 31, 32]",[30],"[40, 25, 21, 32, 26, 27]",[],[],[],[],[],[],[21],"[20, 21, 21, 21, 19]",[179],"[158, 289, 314, 179, 353]",[3164],"[2854, 2958, 3040, 3164, 3270]","[1207, 2441, 2460, 2156]","[888, 521, 410, 642, 531, 535]","[11420, 14184, 16832, 19623]","[15213, 15677, 16171, 16832, 17486]"
A053580,웹케시,16086,19550,39650,18300,34312.5,28975.0,23637.5,49.31,106.83,56.98,82.71,82.71,20305,96.28,19125,102.22,"[24300.0, 24450.0, 23650.0, 22200.0, 21950.0, 20300.0, 19850.0, 19600.0, 19550.0, 19450.0, 18800.0, 19150.0, 18950.0, 18550.0, 18600.0, 19050.0, 19250.0, 19450.0, 19450.0, 19550.0]",18.77,T,19.55,96.01,"[20.17, 20.15, 20.11, 20.09, 20.08, 20.11, 19.97, 19.86, 19.76, 19.64, 19.51, 19.41, 19.38, 19.23, 19.19, 19.02, 18.93, 18.84, 18.77, 18.73]",T,"[23, 28, 17, 16]","[31, 29, 25, 17, 16]",F,F,25.5,"[30, 27, 24, 15]","[24, 24, 20, 24, 25, 62]",4.0,"[5, 7, 3, 2]","[6, 6, 4, 3, 3]","[612, 728, 819, 923]","[205, 190, 210, 214, 191, 225]","[93, 143, 187, 224]","[38, 43, 47, 58, 42, 55]","[93, 174, 149, 172]","[35, 41, 40, 33, 25, 43]","[15, 19, 22, 24]","[18, 22, 22, 27, 22, 24]","[15, 23, 18, 18]","[17, 21, 18, 15, 13, 19]","[101, 126, 100, 100]",[],"[0, 0, 0]",[],"[14, 9, 9]",[],"[16, 47, 37]","[53, 51, 44, 37, 30]","[278, 137, 123]","[165, 110, 105, 123, 83]","[1637, 2102, 1378]","[2150, 1098, 1329, 1378, 1395]","[700, 1300, 1095, 1250]","[265, 304, 287, 240, 185, 312]","[4096, 5093, 7329, 8322]","[5282, 5796, 7132, 7329, 7188]"
