코드,종목명,거래량,종가,52주신고가,52주신저가,사분위75%,사분위50%,사분위25%,신고가대비_종가비율,신저가대비_종가비율,사분위75%대비_종가비율,사분위50%대비_종가비율,사분위50%대비_종가비율,종가_중간값,20일중간값_종가비율,20일사분위25%,20일사분위25%_종가비율,종가흐름,외국인지분율,외국인지분율조건,외국인지분율_중간값,20일중간값_외국인비율,외국인보유흐름,ROE조건,ROE(지배주주)_년도,ROE(지배주주)_분기,영업이익_증가,당기순이익_증가,PER_중간값,PER(배)_년도,PER(배)_분기,PBR_중간값,PBR(배)_년도,PBR(배)_분기,매출액_년도,매출액_분기,영업이익_년도,영업이익_분기,당기순이익_년도,당기순이익_분기,영업이익률_년도,영업이익률_분기,순이익률_년도,순이익률_분기,주당배당금(원)_년도,주당배당금(원)_분기,시가배당률(%)_년도,시가배당률(%)_분기,배당성향(%)_년도,배당성향(%)_분기,부채비율_년도,부채비율_분기,당좌비율_년도,당좌비율_분기,유보율_년도,유보율_분기,EPS(원)_년도,EPS(원)_분기,BPS(원)_년도,BPS(원)_분기
A192080,더블유게임즈,30141,43800,86400,41900,75275.0,64150.0,53025.0,50.69,104.53,58.19,82.6,82.6,44182,99.14,43187,101.42,"[48850.0, 48200.0, 46450.0, 46450.0, 44700.0, 41950.0, 43200.0, 43200.0, 43800.0, 43900.0, 42350.0, 43150.0, 43200.0, 42150.0, 43150.0, 43300.0, 43400.0, 44500.0, 43950.0, 43800.0]",9.4,T,9.5,98.95,"[9.77, 9.76, 9.64, 9.65, 9.48, 9.38, 9.37, 9.44, 9.51, 9.47, 9.5, 9.54, 9.58, 9.52, 9.39, 9.38, 9.35, 9.45, 9.4, 9.41]",T,"[18, 16, 16, 12]","[15, 17, 16, 16, 14]",F,F,8.0,"[8, 9, 8, 7]","[11, 8, 9, 8, 7, 32]",1.0,"[1, 1, 1, 0]","[1, 1, 1, 1, 1]","[5138, 6582, 6241, 6150]","[1639, 1586, 1508, 1508, 1499, 1503]","[1546, 1942, 1904, 1783]","[503, 490, 481, 429, 426, 426]","[1103, 1248, 1563, 1397]","[397, 392, 432, 341, 332, 322]","[30, 29, 30, 28]","[30, 30, 31, 28, 28, 28]","[21, 18, 25, 22]","[24, 24, 28, 22, 22, 21]","[350, 350, 700, 697]",[],"[0, 0, 1]",[],"[5, 5, 9]",[],"[66, 10, 16]","[11, 9, 7, 16, 17]","[204, 204, 231]","[412, 601, 945, 231, 236]","[7201, 7861, 9161]","[8151, 8505, 8872, 9161, 9315]","[6040, 6127, 6828, 5948]","[1776, 1770, 1834, 1449, 1415, 1366]","[38381, 39966, 49639, 55427]","[42878, 44695, 48130, 49639, 51197]"
A145720,덴티움,224711,79500,92400,52100,82325.0,72250.0,62175.0,86.04,152.59,96.57,127.86,127.86,71570,111.08,69800,113.9,"[71100.0, 68800.0, 65200.0, 67000.0, 68900.0, 68300.0, 70200.0, 70300.0, 70100.0, 70900.0, 71200.0, 73400.0, 72500.0, 72600.0, 73400.0, 73600.0, 73000.0, 74300.0, 77100.0, 79500.0]",17.15,T,17.22,99.59,"[17.54, 17.5, 17.56, 17.62, 17.45, 17.49, 17.47, 17.27, 17.23, 17.16, 17.16, 17.16, 16.93, 16.86, 16.94, 16.83, 16.84, 16.85, 17.15, 17.43]",T,"[10, 21, 22]","[12, 16, 19, 21, 22]",F,F,13.0,"[20, 13, 11]","[25, 18, 17, 13, 12, 46]",1.0,"[1, 2, 1]","[2, 2, 2, 2, 2]","[2526, 2297, 2915, 3624]","[538, 725, 712, 941, 745, 858]","[447, 396, 699, 967]","[106, 169, 151, 273, 204, 223]","[137, 222, 555, 692]","[86, 143, 141, 185, 157, 173]","[17, 23, 26]","[19, 23, 21, 28, 27, 26]","[9, 19, 19]","[15, 19, 19, 19, 21, 20]","[200, 250, 250]",[],"[0, 0]",[],"[7, 3]",[],"[123, 95]","[120, 118, 109, 95, 88]","[71, 89]","[69, 73, 76, 89, 91]","[3949, 4802]","[4060, 4279, 4518, 4802, 5021]","[1336, 2037, 5013, 6589]","[773, 1295, 1271, 1674, 1417, 1650]","[23996, 26588, 33841, 41811]","[27628, 29273, 31491, 33841, 35635]"
A001230,동국제강,303629,18000,23800,13400,21200.0,18600.0,16000.0,75.63,134.33,84.91,112.5,112.5,17810,101.07,17587,102.35,"[18900.0, 18950.0, 18500.0, 17900.0, 17850.0, 17550.0, 17850.0, 17650.0, 17900.0, 17650.0, 16800.0, 17200.0, 17450.0, 17200.0, 17600.0, 17650.0, 17850.0, 17950.0, 17800.0, 18000.0]",21.56,T,21.64,99.63,"[21.83, 21.94, 21.89, 21.84, 21.82, 21.82, 21.79, 21.61, 21.63, 21.47, 21.42, 21.44, 21.56, 21.44, 21.5, 21.46, 21.59, 21.56, 21.56, 21.63]",T,"[3, 23, 21]","[10, 13, 20, 23, 31]",F,F,2.0,"[11, 2, 2]","[6, 7, 3, 2, 2, 11]",0.0,"[0, 0, 0]","[0, 0, 0, 0, 0]","[56584, 52062, 72403, 90400]","[13958, 18180, 19070, 21195, 21313, 23560]","[1646, 2947, 8030, 7487]","[1094, 2070, 2985, 1881, 2058, 2078]","[-817, 695, 5586, 6494]","[276, 1479, 1987, 1844, 2726, 1498]","[5, 11, 8]","[7, 11, 15, 8, 9, 8]","[1, 7, 7]","[1, 8, 10, 8, 12, 6]","[200, 400, 450]",[],"[2, 2]",[],"[28, 6]",[],"[153, 127]","[153, 145, 139, 127, 112]","[39, 41]","[40, 46, 40, 41, 45]","[176, 266]","[177, 202, 235, 266, 305]","[-718, 682, 5769, 6631]","[263, 1521, 2043, 1942, 2810, 1612]","[19568, 21745, 28552, 35366]","[21980, 24400, 26552, 28552, 31293]"
A005290,동진쎄미켐,427541,42000,52100,25000,45325.0,38550.0,31775.0,80.61,168.0,92.66,132.18,132.18,41875,100.3,41137,102.1,"[40900.0, 41350.0, 39650.0, 40450.0, 42400.0, 41150.0, 42000.0, 41100.0, 41850.0, 41050.0, 41700.0, 42800.0, 44150.0, 42950.0, 42500.0, 41650.0, 42550.0, 42800.0, 42500.0, 42000.0]",7.01,T,7.47,93.84,"[8.07, 7.77, 7.71, 7.91, 7.76, 7.75, 7.62, 7.75, 7.81, 7.61, 7.47, 7.53, 7.11, 7.18, 7.09, 7.13, 7.08, 7.0, 7.01, 6.98]",T,"[17, 21, 20]","[20, 16, 16, 20, 22]",F,F,22.0,"[14, 22, 25]","[19, 19, 19, 25, 17]",4.0,"[2, 4, 4]","[3, 3, 3, 4, 3]","[8753, 9378, 11613]","[2516, 2747, 2986, 3364, 3481]","[1049, 1263, 1318]","[286, 284, 348, 400, 471]","[587, 853, 1029]","[244, 191, 309, 285, 379]","[11, 13, 11]","[11, 10, 11, 11, 13]","[6, 9, 8]","[9, 6, 10, 8, 10]","[90, 100, 110]",[],"[0, 0, 0]",[],"[7, 6, 5]",[],"[133, 119, 111]","[118, 112, 112, 111, 114]","[71, 106, 115]","[107, 112, 101, 115, 122]","[1228, 1535, 1909]","[1611, 1685, 1808, 1909, 2035]","[1138, 1658, 2008]","[475, 372, 603, 558, 738]","[6931, 8437, 10764]","[8949, 9373, 10196, 10764, 11481]"
A263690,디알젬,2012,9780,14550,8650,13075.0,11600.0,10125.0,67.22,113.06,74.8,96.59,96.59,9689,100.94,9610,101.77,"[10050.0, 9940.0, 9740.0, 9420.0, 9400.0, 9120.0, 9370.0, 9460.0, 9660.0, 9900.0, 9880.0, 9840.0, 9800.0, 9720.0, 9680.0, 9670.0, 9770.0, 9840.0, 9740.0, 9780.0]",14.92,T,14.95,99.8,"[15.06, 15.05, 15.01, 15.0, 14.98, 14.95, 14.96, 14.95, 14.94, 14.94, 14.93, 14.93, 14.93, 14.92, 14.92, 14.92, 14.92, 14.92, 14.92, 14.92]",T,"[17, 47, 22]","[43, 16, 18, 22, 23]",F,F,10.0,"[17, 9, 10]","[7, 18, 13, 10, 8]",2.0,"[2, 3, 2]","[2, 2, 2, 2, 1]","[601, 1066, 858]","[190, 237, 178, 252, 238]","[46, 230, 124]","[12, 37, 21, 53, 32]","[55, 200, 126]","[24, 35, 27, 39, 35]","[7, 21, 14]","[6, 15, 12, 21, 13]","[9, 18, 14]","[12, 14, 15, 15, 14]","[50, 200, 140]",[],"[0, 1, 1]",[],"[6, 11, 12]",[],"[93, 38, 37]","[39, 37, 32, 37, 74]","[101, 139, 152]","[161, 189, 227, 152, 88]","[490, 844, 1026]","[847, 909, 957, 1026, 1061]","[483, 1765, 1108]","[215, 307, 241, 345, 310]","[2906, 4694, 5527]","[4711, 5022, 5265, 5527, 5694]"
A039840,디오,67953,33000,55000,29900,48725.0,42450.0,36175.0,60.0,110.37,67.73,91.22,91.22,32275,102.25,31675,104.18,"[33850.0, 33150.0, 31450.0, 31350.0, 31600.0, 31250.0, 31300.0, 32900.0, 33750.0, 32600.0, 31750.0, 32150.0, 32700.0, 31700.0, 31900.0, 31900.0, 31700.0, 32650.0, 32850.0, 33000.0]",26.41,T,26.5,99.66,"[26.52, 26.55, 26.59, 26.68, 26.66, 26.58, 26.59, 26.56, 26.5, 26.5, 26.39, 26.42, 26.44, 26.4, 26.43, 26.46, 26.41, 26.44, 26.41, 26.38]",T,[16],"[10, 12, 14, 16, 11]",F,F,20.0,[20],"[35, 31, 25, 20, 27, 48]",2.0,[2],"[3, 3, 3, 2, 2]","[1272, 1201, 1500, 1820]","[340, 377, 390, 393, 346, 432]","[348, 300, 348, 459]","[103, 111, 100, 34, 53, 104]","[256, 114, 281, 376]","[100, 72, 89, 20, 24, 84]",[23],"[30, 29, 25, 8, 15, 24]",[18],"[29, 19, 22, 5, 7, 19]",[],[],[],[],[],[],[85],"[99, 92, 85, 85, 81]",[119],"[105, 114, 119, 119, 119]",[2403],"[2093, 2227, 2385, 2403, 2437]","[1412, 718, 1806, 2090]","[658, 461, 564, 127, 149, 680]","[9524, 10824, 12629, 13248]","[11081, 11774, 12643, 12629, 12874]"
A104460,디와이피엔에프,19395,38150,47150,26900,42087.5,37025.0,31962.5,80.91,141.82,90.64,119.36,119.36,37332,102.19,36362,104.92,"[37150.0, 36750.0, 36100.0, 35750.0, 35750.0, 36400.0, 36150.0, 36250.0, 37500.0, 37800.0, 38300.0, 38250.0, 38500.0, 38150.0, 37950.0, 37450.0, 37900.0, 38400.0, 38000.0, 38150.0]",8.69,T,8.58,101.28,"[8.57, 8.58, 8.54, 8.52, 8.51, 8.52, 8.52, 8.51, 8.58, 8.57, 8.6, 8.57, 8.56, 8.57, 8.6, 8.62, 8.65, 8.73, 8.69, 8.68]",T,"[36, 32, 5, 21]","[29, 21, 15, 5, -1]",F,F,12.5,"[5, 8, 89, 17]","[12, 16, 28, 89, -266]",2.5,"[1, 2, 4, 3]","[3, 2, 3, 4, 3]","[1656, 2123, 996, 1923]","[342, 223, 187, 244, 203]","[283, 334, 38, 272]","[42, 10, 25, -39, -27]","[211, 260, 46, 238]","[34, -7, 23, -5, -28]","[17, 15, 3, 14]","[12, 4, 13, -16, -13]","[12, 12, 4, 12]","[10, -2, 12, -1, -13]","[350, 420, 100, 100]",[],"[2, 2, 0]",[],"[15, 15, 20]",[],"[135, 70, 76]","[85, 76, 70, 76, 77]","[116, 185, 165]","[153, 139, 151, 165, 160]","[1304, 1726, 1805]","[1715, 1707, 1749, 1805, 1735]","[1974, 2423, 445, 2203]","[320, -41, 210, -43, -259]","[7176, 9541, 9939, 12290]","[9478, 9432, 9665, 9939, 9551]"
A004000,롯데정밀화학,65343,83600,101500,61300,91450.0,81400.0,71350.0,82.36,136.38,91.42,117.17,117.17,82200,101.7,80700,103.59,"[81600.0, 81400.0, 79800.0, 79200.0, 78700.0, 78900.0, 79500.0, 81000.0, 83300.0, 82900.0, 82000.0, 84000.0, 84300.0, 83600.0, 83500.0, 84400.0, 84900.0, 83500.0, 83900.0, 83600.0]",20.31,T,20.1,101.04,"[20.26, 20.26, 20.19, 20.07, 19.99, 19.9, 19.81, 19.91, 20.02, 19.97, 20.04, 20.14, 20.13, 20.15, 20.01, 20.09, 20.17, 20.22, 20.31, 20.41]",T,"[11, 12, 30, 16]","[12, 14, 23, 30, 30]",T,F,5.5,"[6, 7, 3, 5]","[7, 6, 5, 3, 3, 15]",0.0,"[0, 0, 0, 0]","[0, 0, 1, 0, 0]","[13113, 12636, 17803, 25345]","[3439, 4217, 4921, 5226, 6523, 6552]","[1897, 1392, 2445, 3958]","[355, 539, 702, 849, 1103, 1131]","[1684, 1988, 5855, 3971]","[405, 1140, 2050, 2259, 296, 1585]","[14, 11, 13, 15]","[10, 12, 14, 16, 16, 17]","[12, 15, 32, 15]","[11, 27, 41, 43, 4, 24]","[1700, 1500, 2300, 2329]",[],"[3, 2, 3]",[],"[25, 19, 10]",[],"[20, 13, 23]","[16, 17, 18, 23, 25]","[83, 126, 178]","[120, 123, 227, 178, 199]","[1080, 1201, 1627]","[1203, 1291, 1450, 1627, 1605]","[6526, 7705, 22692, 15391]","[1570, 4419, 7946, 8757, 1146, 5520]","[58622, 64770, 86322, 99511]","[64861, 69339, 77392, 86322, 85185]"
A058470,리노공업,74546,158700,216700,154200,201075.0,185450.0,169825.0,73.23,102.92,78.93,93.45,93.45,166870,95.1,162350,97.75,"[176300.0, 171300.0, 168300.0, 165900.0, 174000.0, 168000.0, 171800.0, 171600.0, 171400.0, 170000.0, 168000.0, 169400.0, 169000.0, 162800.0, 168000.0, 161000.0, 157300.0, 158100.0, 156500.0, 158700.0]",45.35,T,46.04,98.5,"[46.6, 46.51, 46.46, 46.46, 46.39, 46.39, 46.2, 46.21, 46.16, 46.16, 46.15, 46.03, 46.03, 45.93, 45.94, 45.62, 45.43, 45.41, 45.35, 45.4]",T,"[18, 17, 27, 25]","[19, 22, 24, 27, 29]",F,F,24.5,"[18, 37, 29, 20]","[38, 35, 29, 29, 25, 73]",5.0,"[3, 6, 7, 4]","[7, 7, 6, 7, 6]","[1703, 2013, 2802, 3356]","[682, 789, 769, 561, 893, 932]","[641, 779, 1171, 1398]","[279, 344, 321, 228, 375, 399]","[528, 554, 1038, 1175]","[245, 294, 289, 211, 312, 326]","[37, 38, 41, 41]","[40, 43, 41, 40, 42, 42]","[31, 27, 37, 35]","[35, 37, 37, 37, 34, 34]","[1200, 1500, 2500, 2808]",[],"[1, 1, 1]",[],"[34, 41, 36]",[],"[8, 7, 11]","[18, 15, 17, 11, 24]","[885, 1096, 704]","[451, 541, 493, 704, 370]","[3869, 4357, 5411]","[4379, 4764, 5142, 5411, 5322]","[3463, 3633, 6810, 7706]","[1605, 1926, 1894, 1386, 2046, 2139]","[19776, 22224, 27518, 32570]","[22335, 24268, 26168, 27518, 27071]"
A377450,리파인,21512,12900,18900,11650,17087.5,15275.0,13462.5,68.25,110.73,75.49,95.82,95.82,13485,95.66,13075,98.66,"[14700.0, 14550.0, 14100.0, 14050.0, 13900.0, 13200.0, 13500.0, 13350.0, 13400.0, 13500.0, 13500.0, 13450.0, 13450.0, 13100.0, 13100.0, 13000.0, 13000.0, 12950.0, 13000.0, 12900.0]",5.44,T,4.94,110.12,"[4.27, 4.25, 4.32, 4.47, 4.48, 4.54, 4.71, 4.76, 4.85, 4.95, 5.06, 5.14, 5.26, 5.32, 5.32, 5.39, 5.38, 5.44, 5.44, 5.43]",T,[19],[],T,T,11.0,[11],[],1.0,[1],[1],"[447, 542, 588]",[140],"[52, 202, 210]",[52],"[54, 161, 169]",[46],[35],[37],[28],[32],[],[],[],[],[],[],[9],[8],[1327],[988],[8037],[8302],"[416, 1236, 1223]",[265],"[1536, 2772, 7976]",[8083]
A093520,매커스,106276,10550,13450,5500,11462.5,9475.0,7487.5,78.44,191.82,92.04,140.9,140.9,10404,101.4,10287,102.56,"[10500.0, 10250.0, 9830.0, 9910.0, 10050.0, 10600.0, 10450.0, 10750.0, 11050.0, 10450.0, 10450.0, 10400.0, 10650.0, 10300.0, 10400.0, 10300.0, 10100.0, 10550.0, 10550.0, 10550.0]",14.96,T,15.19,98.49,"[15.86, 16.0, 15.9, 16.03, 15.86, 15.31, 15.14, 15.23, 15.21, 14.78, 14.79, 14.76, 14.87, 14.79, 14.77, 14.79, 14.77, 15.04, 14.96, 15.02]",T,"[9, 14, 36]","[19, 31, 26, 36, 37]",F,F,10.0,"[12, 10, 5]","[7, 5, 6, 5, 7]",1.0,"[0, 1, 1]","[1, 1, 1, 1, 1]","[575, 869, 1407]","[350, 325, 315, 418, 441]","[59, 95, 260]","[51, 44, 57, 108, 92]","[48, 81, 250]","[46, 108, -10, 107, 65]","[10, 10, 18]","[14, 13, 18, 25, 20]","[8, 9, 17]","[13, 33, -3, 25, 14]","[100, 100, 120]",[],"[2, 2, 1]",[],"[26, 15, 5]",[],"[92, 69, 82]","[161, 110, 168, 82, 181]","[69, 79, 65]","[54, 68, 50, 65, 39]","[674, 756, 1042]","[798, 930, 916, 1042, 1103]","[296, 493, 1545]","[283, 668, -66, 659, 400]","[4101, 4699, 6623]","[4980, 5872, 5780, 6623, 7037]"
A215200,메가스터디교육,25384,92600,103500,62600,93275.0,83050.0,72825.0,89.47,147.92,99.28,127.15,127.15,90400,102.43,88375,104.78,"[94900.0, 94500.0, 91200.0, 91700.0, 89800.0, 87600.0, 90500.0, 89700.0, 90600.0, 90400.0, 88800.0, 88300.0, 88400.0, 87600.0, 87100.0, 87900.0, 92000.0, 92000.0, 92400.0, 92600.0]",28.92,T,29.82,96.98,"[30.79, 30.69, 30.61, 30.57, 30.41, 30.42, 30.21, 30.11, 29.87, 29.8, 29.76, 29.64, 29.58, 29.45, 29.45, 29.29, 29.07, 28.94, 28.92, 28.87]",T,"[20, 8, 26, 30]","[12, 17, 23, 26, 30]",F,F,11.0,"[10, 21, 12, 9]","[21, 17, 12, 12, 13, 31]",1.5,"[1, 1, 2, 2]","[2, 2, 2, 2, 3]","[4373, 4747, 7039, 8638]","[1722, 1619, 1960, 1738, 2161, 2011]","[596, 328, 990, 1500]","[129, 295, 490, 76, 255, 440]","[484, 210, 815, 1209]","[108, 254, 366, 88, 195, 368]","[13, 6, 14, 17]","[7, 18, 25, 4, 11, 21]","[11, 4, 11, 14]","[6, 15, 18, 5, 9, 18]","[1100, 750, 2000, 2000]",[],"[2, 1, 2]",[],"[27, 41, 29]",[],"[72, 100, 104]","[116, 95, 82, 104, 119]","[33, 48, 55]","[39, 40, 48, 55, 51]","[21312, 22288, 28113]","[22539, 24373, 27306, 28113, 27938]","[3984, 1816, 6846, 10028]","[1007, 2090, 2969, 779, 1830, 2930]","[21175, 22616, 28762, 36880]","[22862, 24976, 27970, 28762, 28569]"
A138040,메리츠금융지주,201434,31850,55900,17050,46187.5,36475.0,26762.5,56.98,186.8,68.96,119.01,119.01,32170,99.01,30850,103.24,"[36500.0, 35750.0, 34850.0, 33950.0, 30900.0, 30150.0, 30350.0, 30000.0, 31050.0, 31700.0, 30600.0, 30700.0, 32000.0, 31300.0, 32550.0, 31800.0, 32750.0, 31950.0, 32700.0, 31850.0]",6.97,T,6.92,100.72,"[6.84, 6.85, 6.86, 6.88, 6.92, 6.95, 7.0, 6.97, 6.94, 6.93, 6.9, 6.87, 6.92, 6.93, 6.95, 6.93, 6.93, 6.91, 6.97, 6.95]",T,"[15, 16, 22]","[16, 19, 19, 20, 22]",F,F,4.0,"[4, 2, 7]","[2, 4, 4, 6, 7]",0.0,"[0, 0, 1]","[0, 0, 0, 1, 1]","[223151, 284706, 356499]","[67963, 79883, 78218, 89629, 108770]","[9623, 13721, 18006]","[3900, 4416, 4592, 4885, 4113]","[7871, 9253, 13832]","[2348, 3213, 3450, 3665, 3505]","[4, 4, 5]","[5, 5, 5, 5, 3]","[3, 3, 3]","[3, 4, 4, 4, 3]","[550, 900, 210]",[],"[4, 9, 0]",[],"[18, 24, 3]",[],"[935, 911, 1091]","[911, 1010, 1034, 1040, 1091]",[],[],"[8309, 9535, 9717]","[9535, 9097, 9290, 9586, 9717]","[2841, 3587, 5889]","[918, 1333, 1391, 1667, 1499]","[20399, 25445, 29591]","[25445, 24669, 26159, 28802, 29591]"
A000060,메리츠화재,172123,38200,53500,17350,44462.5,35425.0,26387.5,71.4,220.17,85.92,144.77,144.77,39617,96.42,38237,99.9,"[44250.0, 44500.0, 42500.0, 41100.0, 36800.0, 37050.0, 36700.0, 37350.0, 38250.0, 39750.0, 39000.0, 39100.0, 39750.0, 39700.0, 40800.0, 39800.0, 39800.0, 39300.0, 38650.0, 38200.0]",11.95,T,11.85,100.84,"[11.63, 11.63, 11.6, 11.76, 11.79, 11.87, 11.82, 11.84, 11.83, 11.9, 11.89, 11.91, 11.93, 11.93, 11.96, 11.94, 11.94, 11.95, 11.95, 12.0]",T,"[12, 16, 26]","[16, 19, 20, 22, 26]",T,T,6.0,"[6, 3, 6]","[3, 4, 4, 6, 6]",0.0,"[0, 0, 1]","[0, 0, 0, 1, 1]","[101180, 111326, 118614]","[28003, 29367, 28757, 30096, 30394]","[3528, 6080, 9076]","[1610, 1788, 2231, 2359, 2696]","[3013, 4318, 6609]","[1110, 1320, 1641, 1709, 1939]","[3, 5, 7]","[5, 6, 7, 7, 8]","[2, 3, 5]","[3, 4, 5, 5, 6]","[850, 1280, 620]",[],"[4, 8, 1]",[],"[31, 35, 10]",[],"[851, 845, 1056]","[845, 995, 970, 1014, 1056]",[],[],"[4269, 4429, 4389]","[4429, 3883, 4102, 4245, 4389]","[2643, 3761, 5471]","[946, 1090, 1360, 1416, 1605]","[21819, 22664, 22115]","[22664, 19886, 21022, 21646, 22115]"
A950190,미투젠,18247,17550,26500,16500,24000.0,21500.0,19000.0,66.23,106.36,73.12,92.37,92.37,17612,99.65,17187,102.11,"[19400.0, 18850.0, 18250.0, 17900.0, 17850.0, 17550.0, 17700.0, 17700.0, 17850.0, 17950.0, 17400.0, 17200.0, 17200.0, 16700.0, 16700.0, 16900.0, 16900.0, 17150.0, 17550.0, 17550.0]",10.02,T,10.03,99.9,"[10.01, 10.02, 10.03, 10.08, 10.06, 10.05, 10.04, 10.02, 10.04, 10.06, 10.06, 10.07, 10.05, 10.01, 10.01, 10.03, 10.01, 9.97, 10.02, 9.98]",T,"[50, 26]","[31, 26, 24]",F,F,9.0,"[8, 10]","[8, 8, 10, 10]",2.5,"[3, 2]","[3, 2, 2, 2, 2]","[969, 1130, 944]","[249, 237, 221, 232, 252]","[434, 474, 367]","[117, 109, 91, 48, 67]","[352, 387, 304]","[97, 88, 74, 43, 60]","[41, 38]","[47, 45, 41, 20, 26]","[34, 32]","[38, 37, 33, 18, 23]","[1152, 945]",[],"[4, 4]",[],"[40, 40]",[],"[13, 9]","[7, 8, 9, 9, 19]","[921, 1128]","[1507, 1275, 1194, 1128, 519]","[96, 116]","[87, 98, 110, 116, 106]","[3163, 3268, 2242]","[718, 654, 542, 314, 456]","[3959, 8051, 8829]","[7981, 8336, 8757, 8829, 8176]"
A214180,민앤지,8016,16800,23750,16100,21837.5,19925.0,18012.5,70.74,104.35,76.93,93.27,93.27,16990,98.88,16687,100.68,"[17750.0, 17750.0, 17400.0, 17500.0, 17650.0, 17400.0, 17550.0, 16650.0, 16700.0, 16600.0, 16700.0, 16700.0, 16500.0, 16100.0, 16650.0, 16700.0, 16850.0, 16850.0, 17000.0, 16800.0]",12.66,T,12.62,100.32,"[12.53, 12.55, 12.57, 12.59, 12.58, 12.56, 12.56, 12.55, 12.56, 12.62, 12.67, 12.7, 12.69, 12.69, 12.68, 12.69, 12.68, 12.68, 12.66, 12.67]",T,"[15, 15, 15, 18]","[17, 16, 17, 15, 16]",F,F,11.0,"[11, 11, 12, 8]","[10, 12, 12, 12, 10, 34]",1.0,"[1, 1, 1, 1]","[1, 1, 1, 1, 1]","[1237, 1709, 2210, 2687]","[493, 533, 590, 595, 617, 646]","[270, 282, 375, 334]","[84, 102, 116, 73, 62, 95]","[239, 293, 325, 318]","[74, 41, 121, 89, 59, 90]","[21, 16, 16, 12]","[17, 19, 19, 12, 10, 14]","[19, 17, 14, 11]","[14, 7, 20, 14, 9, 13]","[230, 340, 390, 390]",[],"[1, 1, 1]",[],"[17, 20, 24]",[],"[40, 49, 65]","[49, 55, 59, 65, 71]","[254, 211, 192]","[213, 207, 193, 192, 191]","[1863, 2044, 2071]","[2064, 2101, 2149, 2071, 2059]","[1329, 1532, 1600, 1923]","[418, 238, 511, 433, 495, 498]","[9497, 10633, 10397, 10888]","[10660, 10251, 10654, 10397, 10337]"
A100120,뷰웍스,31173,38900,46650,34700,43662.5,40675.0,37687.5,83.39,112.1,89.09,103.22,103.22,39240,99.13,39037,99.65,"[39400.0, 39200.0, 38800.0, 38700.0, 39100.0, 37800.0, 39000.0, 39200.0, 39500.0, 39850.0, 39750.0, 40650.0, 39650.0, 39050.0, 39500.0, 39300.0, 39050.0, 39200.0, 39200.0, 38900.0]",31.45,T,31.56,99.65,"[31.48, 31.52, 31.67, 31.65, 31.68, 31.66, 31.67, 31.64, 31.6, 31.62, 31.6, 31.62, 31.58, 31.54, 31.56, 31.51, 31.48, 31.47, 31.45, 31.27]",T,"[16, 13, 18, 16]","[14, 14, 15, 18, 18]",F,F,12.5,"[13, 13, 12, 11]","[15, 15, 14, 12, 12]",1.0,"[1, 1, 2, 1]","[1, 1, 2, 2, 2]","[1360, 1603, 1931, 2199]","[425, 487, 471, 548, 540, 540]","[264, 291, 348, 413]","[83, 98, 96, 70, 99, 108]","[243, 230, 335, 338]","[83, 89, 86, 76, 75, 88]","[19, 18, 18, 18]","[19, 20, 20, 12, 18, 20]","[17, 14, 17, 15]","[19, 18, 18, 13, 13, 16]","[400, 450, 750, 750]",[],"[1, 1, 1]",[],"[16, 18, 20]",[],"[12, 15, 27]","[24, 24, 25, 27, 28]","[540, 275, 165]","[210, 212, 197, 165, 133]","[3242, 3621, 4205]","[3702, 3881, 4053, 4205, 4218]","[2421, 2289, 3347, 3484]","[829, 894, 858, 766, 754]","[16379, 18019, 20479, 24189]","[18424, 19358, 20035, 20479, 20570]"
A121800,비덴트,1237230,11450,37700,8330,30357.5,23015.0,15672.5,30.37,137.45,37.72,73.06,73.06,11760,97.36,11050,103.62,"[13750.0, 13350.0, 12950.0, 13050.0, 12700.0, 11600.0, 11600.0, 11500.0, 11450.0, 11100.0, 10850.0, 11150.0, 11700.0, 10650.0, 10750.0, 10900.0, 10900.0, 12000.0, 11800.0, 11450.0]",9.19,T,10.27,89.48,"[7.72, 8.11, 8.65, 8.97, 8.91, 10.69, 10.74, 10.74, 11.12, 11.39, 11.67, 11.58, 11.4, 10.91, 11.06, 11.12, 11.23, 11.06, 9.19, 9.12]",T,[44],"[33, 39, 43, 44, 22]",F,F,4.0,[4],"[4, 2, 2, 4, 7]",1.0,[1],"[1, 0, 0, 1, 1]","[187, 107, 177]","[24, 37, 32, 84, 92]","[-18, -65, 8]","[-6, 3, 6, 5, 4]","[-74, 212, 2233]","[973, 402, 423, 435, 45]",[4],"[-24, 8, 17, 5, 4]",[1262],"[4084, 1078, 1324, 518, 49]",[],[],[],[],[],[],[31],"[31, 30, 39, 31, 32]",[166],"[161, 50, 95, 166, 172]",[2358],"[1782, 1958, 2305, 2358, 2464]","[-258, 592, 4876]","[2130, 880, 927, 942, 85]","[7329, 7345, 12509]","[9470, 10420, 12154, 12509, 13053]"
